rec,name_verbatim,scientificName,sciname_sensu_stricto,taxonRank,TR_w_TCID,reference,ref2,year_published,qualifier,qual2,QUAL_LEVEL,qual2_interp,typeStatus,incl_in_analysis,data_source,individualCount,to_do,note,samplingMethod,nod_assoc,cat_note,CAT_ED,CAT_EXPANDED,temp_name_cat,size_cat,descr_id_with,description_dets,IMAGERY ONLY.ID,short_checklist,spp_habitat_info,other_rank,Match.type,taxon_note,Taxon.status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,depth,UPSET_NOTE,UPSET_CAT,INTERP_AREA1,latitude,longitude,station,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,site_notes,multi-exped-year,year_est,date_year,expedition,
2153,Spionidae sp.indet.,Spionidae,Spionidae,family,family,Glover_etal_2002,,2002,indet.,,species,,,,data files from Adrian,,,,box core (UNSEL spade),,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,913,Spionidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Spionida,Spionidae,,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2154,Spiophanes sp.indet.,Spiophanes,Spiophanes,genus,genus,Glover_etal_2002,,2002,indet.,,species,,,,data files from Adrian,,,,box core (UNSEL spade),,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,129626,Spiophanes,"Grube, 1860",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2155,Brania 867,Brania,Brania,genus,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129648,Brania,"Quatrefages, 1866",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Brania,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2156,Exogone 868,Exogone,Exogone,genus,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129654,Exogone,"Örsted, 1845",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2157,Exogone 869,Exogone,Exogone,genus,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129654,Exogone,"Örsted, 1845",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2158,Exogone 870,Exogone,Exogone,genus,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129654,Exogone,"Örsted, 1845",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2159,Syllid_Genus A 871,Syllidae,Syllidae,family,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,948,Syllidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2160,Exogone 872,Exogone,Exogone,genus,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129654,Exogone,"Örsted, 1845",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2161,Exogone 873,Exogone,Exogone,genus,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129654,Exogone,"Örsted, 1845",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2162,Exogone 874,Exogone,Exogone,genus,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129654,Exogone,"Örsted, 1845",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2163,Exogone 875,Exogone,Exogone,genus,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129654,Exogone,"Örsted, 1845",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2164,Exogone 876,Exogone,Exogone,genus,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129654,Exogone,"Örsted, 1845",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2165,Exogone 877,Exogone,Exogone,genus,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129654,Exogone,"Örsted, 1845",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2166,Brania 944,Brania,Brania,genus,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,129648,Brania,"Quatrefages, 1866",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Brania,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2167,Exogone sp.indet.,Exogone,Exogone,genus,genus,Glover_etal_2002,,2002,indet.,,species,,,,data files from Adrian,,,,box core (UNSEL spade),,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,129654,Exogone,"Örsted, 1845",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Exogone,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2168,Brania sp.indet.,Brania,Brania,genus,genus,Glover_etal_2002,,2002,indet.,,species,,,,data files from Adrian,,,,box core (UNSEL spade),,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,129648,Brania,"Quatrefages, 1866",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,Brania,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2169,Syllidae sp.indet.,Syllidae,Syllidae,family,family,Glover_etal_2002,,2002,indet.,,species,,,,data files from Adrian,,,,box core (UNSEL spade),,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,948,Syllidae,"Grube, 1850",Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2170,Trichobranchidae 916,Trichobranchidae,Trichobranchidae,family,temporary name,Glover_etal_2002,,2002,,,,,,,data files from Adrian,,,,box core (UNSEL spade),,,temporary name,undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,983,Trichobranchidae,"Malmgren, 1866",Animalia,Annelida,Polychaeta,Terebellida,Trichobranchidae,,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2171,Trichobranchidae sp.indet.,Trichobranchidae,Trichobranchidae,family,family,Glover_etal_2002,,2002,indet.,,species,,,,data files from Adrian,,,,box core (UNSEL spade),,,record,record,,macrofauna,morphology only (specimens),,,no,,,exact,,accepted,983,Trichobranchidae,"Malmgren, 1866",Animalia,Annelida,Polychaeta,Terebellida,Trichobranchidae,,,,,,transect line out APEI/CA,,,,,,EQPAC,,,,,,,,,,,,1992,1992,JGOFS/EQPAC,
2172,Amphioplus cf. daleus,Silax daleus,Silax,genus,temporary name,Glover_etal_2016,,2016,cf.,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,temp name- sciname with qualifier,,megafauna,morphology and molecular data,,,no,benthic,,exact,unaccepted name,accepted,1507520,Silax daleus,"(Lyman, 1879)",Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Silax,,daleus,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2173,Asteroidea sp. (NHM_054),Asteroidea,Asteroidea,class,temporary name,Glover_etal_2016,,2016,,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,undescribed new species,MOTU,megafauna,morphology and molecular data,,,,,,exact,,accepted,123080,Asteroidea,"de Blainville, 1830",Animalia,Echinodermata,Asteroidea,,,,,,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2174,Benthodytes cf. sanguinolenta,Benthodytes sanguinolenta,Benthodytes,genus,temporary name,Glover_etal_2016,,2016,cf.,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,temp name- sciname with qualifier,,megafauna,morphology and molecular data,,,no,benthic,,exact,,accepted,241785,Benthodytes sanguinolenta,"Théel, 1882",Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Benthodytes,,sanguinolenta,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2175,Crinoidea sp. (NHM_008),Crinoidea,Crinoidea,class,temporary name,Glover_etal_2016,,2016,,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,undescribed new species,MOTU,megafauna,morphology and molecular data,,,,,,exact,,accepted,123081,Crinoidea,,Animalia,Echinodermata,Crinoidea,,,,,,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2176,Crinoidea sp. (NHM_055),Crinoidea,Crinoidea,class,temporary name,Glover_etal_2016,,2016,,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,undescribed new species,MOTU,megafauna,morphology and molecular data,,,,,,exact,,accepted,123081,Crinoidea,,Animalia,Echinodermata,Crinoidea,,,,,,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2177,Crinoidea sp. (NHM_056),Crinoidea,Crinoidea,class,temporary name,Glover_etal_2016,,2016,,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,undescribed new species,MOTU,megafauna,morphology and molecular data,,,,,,exact,,accepted,123081,Crinoidea,,Animalia,Echinodermata,Crinoidea,,,,,,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2178,Crinoidea sp. (NHM_300),Crinoidea,Crinoidea,class,temporary name,Glover_etal_2016,,2016,,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,undescribed new species,MOTU,megafauna,morphology and molecular data,,,,,,exact,,accepted,123081,Crinoidea,,Animalia,Echinodermata,Crinoidea,,,,,,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2179,Freyastera cf. benthophila,Freyastera benthophila,Freyastera,genus,temporary name,Glover_etal_2016,,2016,cf.,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,temp name- sciname with qualifier,,megafauna,morphology and molecular data,,,no,benthic,,exact,taxonomic status in GBIF- both accepted and synonimysed,accepted,123686,Freyastera benthophila,"(Sladen, 1889)",Animalia,Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyastera,,benthophila,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2180,Ophiomusium cf. glabrum,Ophiosphalma glabrum,Ophiosphalma,genus,temporary name,Glover_etal_2016,,2016,cf.,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,temp name- sciname with qualifier,,megafauna,morphology and molecular data,,,no,benthic,,exact,unaccepted name,accepted,244923,Ophiosphalma glabrum,"(Lütken & Mortensen, 1899)",Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,,glabrum,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2181,Ophiotholia sp. (NHM_076),Ophiotholia,Ophiotholia,genus,temporary name,Glover_etal_2016,,2016,,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,undescribed new species,MOTU,megafauna,morphology and molecular data,,,,,,exact,taxonomic status in GBIF- both accepted and doubtful,accepted,242434,Ophiotholia,"Lyman, 1880",Animalia,Echinodermata,Ophiuroidea,Ophioscolecida,Ophiohelidae,Ophiotholia,,,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2182,Ophiuroidea incertae sedis sp. (NHM_041),Ophiuroidea,Ophiuroidea,class,temporary name,Glover_etal_2016,,2016,incertae sedis,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,undescribed new species,MOTU,megafauna,morphology and molecular data,,,no,,,exact,,accepted,123084,Ophiuroidea,"Gray, 1840",Animalia,Echinodermata,Ophiuroidea,,,,,,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2183,Ophiuroidea incertae sedis sp. (NHM_072),Ophiuroidea,Ophiuroidea,class,temporary name,Glover_etal_2016,,2016,incertae sedis,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,undescribed new species,MOTU,megafauna,morphology and molecular data,,,no,,,exact,,accepted,123084,Ophiuroidea,"Gray, 1840",Animalia,Echinodermata,Ophiuroidea,,,,,,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2184,Ophiuroidea incertae sedis sp. (NHM_303),Ophiuroidea,Ophiuroidea,class,temporary name,Glover_etal_2016,,2016,incertae sedis,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,undescribed new species,MOTU,megafauna,morphology and molecular data,,,no,,,exact,,accepted,123084,Ophiuroidea,"Gray, 1840",Animalia,Echinodermata,Ophiuroidea,,,,,,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2185,Perlophiura profundissima,Perlophiura profundissima,Perlophiura profundissima,species,species,Glover_etal_2016,,2016,,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,record,record,,megafauna,morphology and molecular data,,,,benthic,,exact,,accepted,183343,Perlophiura profundissima,"Belyaev & Litvinova, 1972",Animalia,Echinodermata,Ophiuroidea,Ophiurida,,Perlophiura,,profundissima,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2186,Porcellanaster cf. ceruleus,Porcellanaster ceruleus,Porcellanaster,genus,temporary name,Glover_etal_2016,,2016,cf.,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,temp name- sciname with qualifier,,megafauna,morphology and molecular data,,,no,benthic,,exact,,accepted,123935,Porcellanaster ceruleus,"Wyville Thomson, 1878",Animalia,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Porcellanaster,,ceruleus,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2187,Psychropotes cf. semperiana,Psychropotes semperiana,Psychropotes,genus,temporary name,Glover_etal_2016,,2016,cf.,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,temporary name,temp name- sciname with qualifier,,megafauna,morphology and molecular data,,,no,benthic,,exact,,accepted,124779,Psychropotes semperiana,"Théel, 1882",Animalia,Echinodermata,Holothuroidea,Elasipodida,Psychropotidae,Psychropotes,,semperiana,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2188,Styracaster paucispinus,Styracaster paucispinus,Styracaster paucispinus,species,species,Glover_etal_2016,,2016,,,,,,,data files from Adrian,,,,"box core; megacore; EBS, ROV",,,record,record,,megafauna,morphology and molecular data,,,,benthic,,exact,,accepted,380725,Styracaster paucispinus,"Ludwig, 1907",Animalia,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Styracaster,,paucispinus,,,,,,,,,UK-1,,,,,,,,,,,,2013,2013,ABYSSLINE AB01,
2189,Pandanipora gen. nov.,Pandanipora,Pandanipora,genus,genus,Grischenko_etal_2018,,2018,gen. nov.,,,,,,,,,,box core,,,CCZ description,new genus,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1299104,Pandanipora,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,,Pandanipora,,,,,,,,,,,YUZ,,,,,,,,,,,y,2002,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2190,Pandanipora helix sp. nov.,Pandanipora helix,Pandanipora helix,species,species,Grischenko_etal_2018,,2018,sp. nov.,,,,,,,203,,,box core,,,CCZ description,new species,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,1299106,Pandanipora helix,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,,Pandanipora,,helix,,,,,,,,,YUZ,,,,,,,,,,,y,2003,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2191,Orectopora gen. nov.,Orectopora,Orectopora,genus,genus,Grischenko_etal_2018,,2018,gen. nov.,,,,,,,,,,box core,,,CCZ description,new genus,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1299112,Orectopora,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,,Orectopora,,,,,,,,,,,YUZ,,,,,,,,,,,y,2003,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2192,Orectopora flabellum sp. nov.,Orectopora flabellum,Orectopora flabellum,species,species,Grischenko_etal_2018,,2018,sp. nov.,,,,,,,14,,,box core,,,CCZ description,new species,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,1299119,Orectopora flabellum,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,,Orectopora,,flabellum,,,,,,,,,YUZ,,,,,,,,,,,y,2004,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2193,Discantenna metallica sp. nov.,Discantenna metallica,Discantenna metallica,species,species,Grischenko_etal_2018,,2018,sp. nov.,,,,,,,11,,,box core,,,CCZ description,new species,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,1299120,Discantenna metallica,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Plagioeciidae,Discantenna,,metallica,,,,,,,,,YUZ,,,,,,,,,,,y,2005,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2194,Abyssoecia gen. nov.,Abyssoecia,Abyssoecia,genus,genus,Grischenko_etal_2018,,2018,,,,,,,,,,,box core,,,CCZ description,new genus,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1299007,Abyssoecia,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Oncousoeciidae,Abyssoecia,,,,,,,,,,,YUZ,,,,,,,,,,,y,2004,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2195,Abyssoecia elevata sp. nov.,Abyssoecia elevata,Abyssoecia elevata,species,species,Grischenko_etal_2018,,2018,sp. nov.,,,,,,,11,,,box core,,,CCZ description,new species,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,1299008,Abyssoecia elevata,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Oncousoeciidae,Abyssoecia,,elevata,,,,,,,,,YUZ,,,,,,,,,,,y,2006,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2196,Frontohornera gen. nov.,Frontohornera,Frontohornera,genus,genus,Grischenko_etal_2018,,2018,gen. nov.,,,,,,,,,,box core,,,CCZ description,new genus,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1299121,Frontohornera,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Horneridae,Frontohornera,,,,,,,,,,,YUZ,,,,,,,,,,,y,2005,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2197,Frontohornera frontalis,Frontohornera frontalis,Frontohornera frontalis,species,species,Grischenko_etal_2018,,2018,sp. nov.,,,,,,,6,,,box core,,,CCZ description,new species,,macrofauna,morphology only (specimens),,,,benthic,,exact,accepted,,1299122,Frontohornera frontalis,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Horneridae,Frontohornera,,frontalis,,,,,,,,,YUZ,,,,,,,,,,,y,2007,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2198,Saccocamera gen. nov.,Saccocamera,Saccocamera,genus,genus,Grischenko_etal_2018,,2018,gen. nov.,,,,,,,,,,box core,,,CCZ description,new genus,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1299127,Saccocamera,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Lichenoporidae,Saccocamera,,,,,,,,,,,YUZ,,,,,,,,,,,y,2006,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2199,Saccocamera ampulla sp. nov.,Saccocamera ampulla,Saccocamera ampulla,species,species,Grischenko_etal_2018,,2018,sp. nov.,,,,,,,,,,box core,,,CCZ description,new species,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,1299128,Saccocamera ampulla,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Lichenoporidae,Saccocamera,,ampulla,,,,,,,,,YUZ,,,,,,,,,,,y,2008,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2200,Alyonushkidae fam. nov.,Alyonushkidae,Alyonushkidae,family,family,Grischenko_etal_2018,,2018,fam. nov.,,,,,,,,,,box core,,,CCZ description,new family,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1299129,Alyonushkidae,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Alyonushkidae,,,,,,,,,,,,YUZ,,,,,,,,,,,y,2011,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2201,Alyonushka gen. nov.,Alyonushka,Alyonushka,genus,genus,Grischenko_etal_2018,,2018,gen. nov.,,,,,,,,,,box core,,,CCZ description,new genus,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1299130,Alyonushka,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Alyonushkidae,Alyonushka,,,,,,,,,,,YUZ,,,,,,,,,,,y,2007,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2202,Alyonushka filia sp. nov.,Alyonushka filia,Alyonushka filia,species,species,Grischenko_etal_2018,,2018,sp. nov.,,,,,,,19,,,box core,,,CCZ description,new species,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,1299131,Alyonushka filia,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Alyonushkidae,Alyonushka,,filia,,,,,,,,,YUZ,,,,,,,,,,,y,2009,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
2203,Alyonushka hystricosa sp. nov.,Alyonushka hystricosa,Alyonushka hystricosa,species,species,Grischenko_etal_2018,,2018,sp. nov.,,,,,,,1,,,box core,,,CCZ description,new species,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,1299132,Alyonushka hystricosa,"Grischenko, Gordon & Melnik, 2018",Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Alyonushkidae,Alyonushka,,hystricosa,,,,,,,,,YUZ,,,,,,,,,,,y,2010,2000-2016,"Yuzhmorgeologiya (BIE2000, YMG18–01, YMG4–04, YMG4–06, YMG4–07, YMG4–13, YMG4–14); R.V. Gelendzhik (GLD4–08, GLD4–09, GLD4–11, GLD4–1)",
