rec,SPECIES,size_cat,region,INCL-ALL-SPP,INCL-ALL-TAXA,incl_notes-all-taxa,incl_notes-all-spp,acceptedScientificName_ed,CCZ_endemic,other_rank,taxonRank_ed,TR_w_TCID,layer,inclusion_criteria,incl_notes_march22,include,m_taxon_note,gbifID,rightsHolder,institutionID,institutionCode,datasetID,datasetName,basisOfRecord,occurrenceID,catalogNumber,qual_ed,identificationQualifier,recordNumber,recordedBy,individualCount,associatedSequences,previousIdentifications,eventID,eventDate,eventTime,year,habitat,samplingProtocol,locality,verbatimDepth,decimalLongitude,decimalLatitude,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonConceptID_orig,taxonConceptID,scientificName,kingdom,phylum,class,order,family,genus,species,taxonRank,taxonomicStatus,depth,depthAccuracy,verbatimScientificName,acceptedScientificName,associatedReferences
138283,Abyssopathes lyra,megafauna,east,y,y,,,Abyssopathes lyra,,,species,species,01_pmn_exploration_areas,in CCZ claim zone but no depth,valid species rec,yes,,1675574411,,,SMF,,Collection Cnidaria SMF,PRESERVED_SPECIMEN,,12901,,,,,NA,,NA,,,,NA,,,,,-116.8333,11.73333,,,,,,,,"Abyssopathes lyra (Brook, 1889)",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes lyra,SPECIES,ACCEPTED,NA,NA,Abyssopathes lyra Brook 1899,"Abyssopathes lyra (Brook, 1889)",
96243,,megafauna,central,no,no,no- duplicate,no- duplicate,Abyssopathes lyriformis,,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,2598347884,,,,NMNH_IZ,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,NOAA_DSCRTP:1010846,,,,,,1,,NA,,1980-02-11T00:00:00,,1980,,,,,-129.883,13.2167,,,,,,,,"Abyssopathes lyriformis Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes lyriformis,SPECIES,ACCEPTED,4892,0,Abyssopathes lyriformis,"Abyssopathes lyriformis Opresko, 2002",
65458,,megafauna,central,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Abyssopathes lyriformis,,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,1318114308,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3284f9d0f-be15-4dcd-ad86-a15123dffcf7,1116385,,,,C. Welling,1,,NA,,1980-02-11T00:00:00,,1980,,,Clarion-Clipperton Fracture Zone,,-129.883,13.2167,,"Opresko, Dennis M., Oak Ridge National Laboratory (UNITED STATES)",,,,,,"Abyssopathes lyriformis Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes lyriformis,SPECIES,ACCEPTED,4892,0,Abyssopathes lyriformis,"Abyssopathes lyriformis Opresko, 2002",
4317,,megafauna,east,no,no,no- duplicate,no- duplicate,Abyssoprimnoa gemina,y,,species,species,01_pmn_exploration_areas,,,yes,,2557253615,,,,NMNH_IZ,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,NOAA_DSCRTP:641269,,,,,,1,,NA,,2013-04-28T00:00:00,,2013,,,,,-116.813,11.783,,,,,,,,"Abyssoprimnoa gemina Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,ACCEPTED,4168,0,Abyssoprimnoa gemina,"Abyssoprimnoa gemina Cairns, 2015",
4555,,megafauna,east,no,no,no- duplicate,no- duplicate,Abyssoprimnoa gemina,y,,species,species,01_pmn_exploration_areas,,,yes,,2557460046,,,,NMNH_IZ,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,NOAA_DSCRTP:641270,,,,,,1,,NA,,2013-10-18T00:00:00,,2013,,,,,-116.46,13.7617,,,,,,,,"Abyssoprimnoa gemina Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,ACCEPTED,4111,0,Abyssoprimnoa gemina,"Abyssoprimnoa gemina Cairns, 2015",
96183,,megafauna,east,no,no,no- duplicate,no- duplicate,Abyssoprimnoa gemina,y,,species,species,01_pmn_exploration_areas,,,yes,,2557251631,,,,NMNH_IZ,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,NOAA_DSCRTP:641267,,,,,,1,,NA,,2013-04-29T00:00:00,,2013,,,,,-116.838,11.7363,,,,,,,,"Abyssoprimnoa gemina Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,ACCEPTED,4158,0,Abyssoprimnoa gemina,"Abyssoprimnoa gemina Cairns, 2015",
96214,,megafauna,east,no,no,no- duplicate,no- duplicate,Abyssoprimnoa gemina,y,,species,species,01_pmn_exploration_areas,,,yes,,2557254611,,,,NMNH_IZ,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,NOAA_DSCRTP:641268,,,,,,1,,NA,,2013-04-16T00:00:00,,2013,,,,,-117.048,11.8878,,,,,,,,"Abyssoprimnoa gemina Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,ACCEPTED,4134,0,Abyssoprimnoa gemina,"Abyssoprimnoa gemina Cairns, 2015",
117698,,megafauna,east,no,no,no- duplicate,no- duplicate,Abyssoprimnoa gemina,y,,species,species,01_pmn_exploration_areas,,,yes,,1135516617,,,NHMUK,,Natural History Museum (London) Collection Specimens,PRESERVED_SPECIMEN,6e976c27-c70c-434a-8be3-f6155e36567f,2016.1,,,,"Dr Adrian Glover, Dr Helena Wiklund, Dr Thomas G. Dahlgren, Magdalena Georgieva",1,,NA,,2013-10-18T00:00:00,,2013,,Megacore,UK Seabed Resources Ltd exploration claim UK-1,,-116.4603,13.76167,,Stephen Cairns,,,,,,"Abyssoprimnoa gemina Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,ACCEPTED,4111,NA,"Abyssoprimnoa gemina Cairns, 2015","Abyssoprimnoa gemina Cairns, 2015",
119899,,megafauna,east,no,no,no- duplicate,no- duplicate,Abyssoprimnoa gemina,y,,species,species,01_pmn_exploration_areas,"while no depth, is in CCZ",,yes,,2310419046,,,,,Geographically tagged INSDC sequences,PRESERVED_SPECIMEN,KX384626,,,,,,NA,KX384626,NA,,,,NA,,,Pacific Ocean:CCZ,,-116.46,13.76,,,,,,,,"Abyssoprimnoa gemina Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,ACCEPTED,NA,NA,Abyssoprimnoa gemina,"Abyssoprimnoa gemina Cairns, 2015",
130827,,megafauna,east,no,no,no- duplicate,no- duplicate,Abyssoprimnoa gemina,y,,species,species,01_pmn_exploration_areas,"while no depth, is in CCZ",,yes,,2309237550,,,,,Geographically tagged INSDC sequences,PRESERVED_SPECIMEN,KX384618,,,,,,NA,KX384618,NA,,,,NA,,,Pacific Ocean:CCZ,,-116.46,13.76,,,,,,,,"Abyssoprimnoa gemina Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,ACCEPTED,NA,NA,Abyssoprimnoa gemina,"Abyssoprimnoa gemina Cairns, 2015",
138282,,megafauna,east,no,no,no- duplicate,no- duplicate,Abyssoprimnoa gemina,y,,species,species,01_pmn_exploration_areas,in CCZ claim zone but no depth,valid species rec,yes,,1086556910,,,SMF,,Collection Cnidaria SMF,PRESERVED_SPECIMEN,,12563,,,,,NA,,NA,,,,NA,,,Station KG 25,,-117.0333,11.83333,PARATYPE,,,,,,,"Abyssoprimnoa gemina Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,ACCEPTED,NA,NA,Abyssoprimnoa gemina Cairns 2015,"Abyssoprimnoa gemina Cairns, 2015",
24785,,megafauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Abyssoprimnoa gemina,y,,species,species,01_pmn_exploration_areas,,,yes,,1317777840,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/31971ec17-1342-48a5-a8c1-ea36b3d1b637,1268847,,,,,1,,NA,,2013-04-28T00:00:00,,2013,,,Clarion-Clipperton Fracture Zone,,-116.813,11.783,HOLOTYPE,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,,,,,"Abyssoprimnoa gemina Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,ACCEPTED,4168,NA,Abyssoprimnoa gemina,"Abyssoprimnoa gemina Cairns, 2015",
24792,,megafauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Abyssoprimnoa gemina,y,,species,species,01_pmn_exploration_areas,,,yes,,1320429047,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/38ebc0dda-3fe0-4bbc-a0f8-455fde782ee3,1268846,,,,,1,,NA,,2013-04-16T00:00:00,,2013,,,Clarion-Clipperton Fracture Zone,,-117.048,11.8878,PARATYPE,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,,,,,"Abyssoprimnoa gemina Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,ACCEPTED,4134,NA,Abyssoprimnoa gemina,"Abyssoprimnoa gemina Cairns, 2015",
26370,,megafauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Abyssoprimnoa gemina,y,,species,species,01_pmn_exploration_areas,,,yes,,1320768203,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/39db9a1d4-3df0-4466-a31a-bef15f4caaba,1268848,,,,,1,,NA,,2013-10-18T00:00:00,,2013,,,Clarion-Clipperton Fracture Zone,,-116.46,13.7617,PARATYPE,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,,,,,"Abyssoprimnoa gemina Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,ACCEPTED,4111,NA,Abyssoprimnoa gemina,"Abyssoprimnoa gemina Cairns, 2015",
28244,,megafauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Abyssoprimnoa gemina,y,,species,species,01_pmn_exploration_areas,,,yes,,1322628028,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3f003f5aa-0fdb-4609-a666-3387392a6be8,1268845,,,,,1,,NA,,2013-04-29T00:00:00,,2013,,,Clarion-Clipperton Fracture Zone,,-116.838,11.7363,PARATYPE,"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",,,,,,"Abyssoprimnoa gemina Cairns, 2015",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,ACCEPTED,4158,NA,Abyssoprimnoa gemina,"Abyssoprimnoa gemina Cairns, 2015",
40102,,megafauna,east,no,no,no- duplicate,no- duplicate,Acanthascus,,,genus,temporary name,01_pmn_exploration_areas,"while no depth, is in CCZ",,yes,,2308589453,,,,,Geographically tagged INSDC sequences,PRESERVED_SPECIMEN,MF683961,,,,,D. Kersken,NA,MF683961,NA,,2015-04-09T00:00:00,,2015,,,"Pacific Ocean:CCFZ, GSR licence area",,-123.15,13.52,,D. Kersken,,,,,Acanthascus sp. SMF12080,"Acanthascus Schulze, 1886",Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,,GENUS,ACCEPTED,NA,NA,Acanthascus sp. SMF12080,"Acanthascus Schulze, 1886",
130751,,megafauna,east,no,no,no- duplicate,no- duplicate,Acanthascus,,,genus,temporary name,01_pmn_exploration_areas,"while no depth, is in CCZ",,yes,,2304937788,,,,,Geographically tagged INSDC sequences,PRESERVED_SPECIMEN,MF740853,,,,,D. Kersken,NA,MF740853,NA,,2015-04-09T00:00:00,,2015,,,"Pacific Ocean:CCFZ, GSR licence area",,-123.15,13.52,,D. Kersken,,,,,Acanthascus sp. SMF12080,"Acanthascus Schulze, 1886",Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,,GENUS,ACCEPTED,NA,NA,Acanthascus sp. SMF12080,"Acanthascus Schulze, 1886",
4374,,megafauna,west,no,y,,no- not spp level,Acanthascus,,,genus,genus,06_apei,,,yes,,2557440270,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000603,,,,,,1,,NA,,2018-06-09T00:00:00,,2018,,,,,-153.74305,11.28389,,,,,,,,"Acanthascus Schulze, 1886",Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,,GENUS,ACCEPTED,5243,0,Acanthascus,"Acanthascus Schulze, 1886",
4433,,megafauna,west,no,y,,no- not spp level,Acanthascus,,,genus,genus,06_apei,,,yes,,2557439227,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000605,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.58935,11.25127,,,,,,,,"Acanthascus Schulze, 1886",Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,,GENUS,ACCEPTED,5198,0,Acanthascus,"Acanthascus Schulze, 1886",
4466,,megafauna,west,no,y,,no- not spp level,Acanthascus,,,genus,genus,06_apei,,,yes,,2557438241,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000604,,,,,,1,,NA,,2018-05-29T00:00:00,,2018,,,,,-141.81808,5.04748,,,,,,,,"Acanthascus Schulze, 1886",Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,,GENUS,ACCEPTED,4873,0,Acanthascus,"Acanthascus Schulze, 1886",
4523,,megafauna,west,no,y,,no- not spp level,Acanthascus,,,genus,genus,06_apei,,,yes,,2557623663,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000607,,,,,,1,,NA,,2018-05-25T00:00:00,,2018,,,,,-141.89267,5.11119,,,,,,,,"Acanthascus Schulze, 1886",Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,,GENUS,ACCEPTED,4856,0,Acanthascus,"Acanthascus Schulze, 1886",
4584,,megafauna,west,no,y,,no- not spp level,Acanthascus,,,genus,genus,06_apei,,,yes,,2557625695,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000609,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91101,7.00378,,,,,,,,"Acanthascus Schulze, 1886",Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,,GENUS,ACCEPTED,5012,0,Acanthascus,"Acanthascus Schulze, 1886",
4621,,megafauna,west,no,y,,no- not spp level,Acanthascus,,,genus,genus,06_apei,,,yes,,2557617982,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000606,,,,,,1,,NA,,2018-05-29T00:00:00,,2018,,,,,-141.81732,5.04595,,,,,,,,"Acanthascus Schulze, 1886",Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,,GENUS,ACCEPTED,4873,0,Acanthascus,"Acanthascus Schulze, 1886",
96008,,megafauna,west,no,y,,no- not spp level,Acanthascus,,,genus,genus,06_apei,,,yes,,2557616550,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000608,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.911,7.00485,,,,,,,,"Acanthascus Schulze, 1886",Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,,GENUS,ACCEPTED,5013,0,Acanthascus,"Acanthascus Schulze, 1886",
96151,,megafauna,west,no,y,,no- not spp level,Acanthascus,,,genus,genus,06_apei,,,yes,,2557444355,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000610,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.5892,11.25131,,,,,,,,"Acanthascus Schulze, 1886",Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,,GENUS,ACCEPTED,5198,0,Acanthascus,"Acanthascus Schulze, 1886",
4272,,meiofauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Acantholaimus,,,genus,genus,01_pmn_exploration_areas,,,yes,,1320361986,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/38bc5cbd8-eda8-46db-bb69-9066221325ec,76696,,,,F. Spiess,1,,NA,,1983-06-01T00:00:00,,1983,,,Off Coast Of Guatemala,,-125.405,14.7022,,"Hope, William Duane, Smithsonian Institution, National Museum of Natural History",,,,,,"Acantholaimus Allgén, 1933",Animalia,Nematoda,Adenophorea,Desmodorida,Comesomatidae,Acantholaimus,,GENUS,ACCEPTED,4510,0,Acantholaimus sp.,"Acantholaimus Allgén, 1933",
24876,,meiofauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Acantholaimus,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1320201431,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/384a6dc88-ed41-4083-be0e-9c0a142fa018,76708,sp.,,,F. Spiess,1,,NA,,1983-06-01T00:00:00,,1983,,,Off Coast Of Guatemala,,-125.45,14.6381,,"Hope, William Duane, Smithsonian Institution, National Museum of Natural History",,,,,Acantholaimus sp.,"Acantholaimus Allgén, 1933",Animalia,Nematoda,Adenophorea,Desmodorida,Comesomatidae,Acantholaimus,,GENUS,ACCEPTED,4511,0,Acantholaimus sp.,"Acantholaimus Allgén, 1933",
28109,,meiofauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Acantholaimus,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1321938568,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3d1826f52-f68a-402c-9900-91b04cce277c,76721,sp.,,,F. Spiess,1,,NA,,1983-06-01T00:00:00,,1983,,,Off Coast Of Guatemala,,-125.44,14.6272,,"Hope, William Duane, Smithsonian Institution, National Museum of Natural History",,,,,Acantholaimus sp.,"Acantholaimus Allgén, 1933",Animalia,Nematoda,Adenophorea,Desmodorida,Comesomatidae,Acantholaimus,,GENUS,ACCEPTED,4516,0,Acantholaimus sp.,"Acantholaimus Allgén, 1933",
28337,,meiofauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Acantholaimus,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1321329874,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3b68c59b5-a16e-4099-951e-0e7e114232ca,76699,sp.,,,F. Spiess,1,,NA,,1983-06-01T00:00:00,,1983,,,Off Coast Of Guatemala,,-125.404,14.6969,,"Hope, William Duane, Smithsonian Institution, National Museum of Natural History",,,,,Acantholaimus sp.,"Acantholaimus Allgén, 1933",Animalia,Nematoda,Adenophorea,Desmodorida,Comesomatidae,Acantholaimus,,GENUS,ACCEPTED,4514,0,Acantholaimus sp.,"Acantholaimus Allgén, 1933",
33324,,meiofauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Acantholaimus,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1319554189,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/368032649-68bd-49c9-b05d-4241556a7031,76698,sp.,,,F. Spiess,1,,NA,,1983-06-01T00:00:00,,1983,,,Off Coast Of Guatemala,,-125.404,14.7033,,"Hope, William Duane, Smithsonian Institution, National Museum of Natural History",,,,,Acantholaimus sp.,"Acantholaimus Allgén, 1933",Animalia,Nematoda,Adenophorea,Desmodorida,Comesomatidae,Acantholaimus,,GENUS,ACCEPTED,4516,0,Acantholaimus sp.,"Acantholaimus Allgén, 1933",
35337,,meiofauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Acantholaimus,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1321212106,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3b152bbc4-f065-4012-9e98-7801385a7be8,76709,sp.,,,F. Spiess,1,,NA,,1983-06-01T00:00:00,,1983,,,Off Coast Of Guatemala,,-125.45,14.6381,,"Hope, William Duane, Smithsonian Institution, National Museum of Natural History",,,,,Acantholaimus sp.,"Acantholaimus Allgén, 1933",Animalia,Nematoda,Adenophorea,Desmodorida,Comesomatidae,Acantholaimus,,GENUS,ACCEPTED,4511,0,Acantholaimus sp.,"Acantholaimus Allgén, 1933",
39290,,meiofauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Acantholaimus,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1318777495,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/345a6cac1-a842-4143-9795-e88ba8d52239,76697,sp.,,,F. Spiess,1,,NA,,1983-06-01T00:00:00,,1983,,,Off Coast Of Guatemala,,-125.404,14.7033,,"Hope, William Duane, Smithsonian Institution, National Museum of Natural History",,,,,Acantholaimus sp.,"Acantholaimus Allgén, 1933",Animalia,Nematoda,Adenophorea,Desmodorida,Comesomatidae,Acantholaimus,,GENUS,ACCEPTED,4516,0,Acantholaimus sp.,"Acantholaimus Allgén, 1933",
44160,,meiofauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Acantholaimus,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1318285077,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/32fe0d5d4-0b17-452f-b6d4-b6fbc38f79c8,76711,sp.,,,F. Spiess,1,,NA,,1983-06-01T00:00:00,,1983,,,Off Coast Of Guatemala,,-125.447,14.6353,,"Hope, William Duane, Smithsonian Institution, National Museum of Natural History",,,,,Acantholaimus sp.,"Acantholaimus Allgén, 1933",Animalia,Nematoda,Adenophorea,Desmodorida,Comesomatidae,Acantholaimus,,GENUS,ACCEPTED,4506,0,Acantholaimus sp.,"Acantholaimus Allgén, 1933",
68147,,meiofauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Acantholaimus,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1318847312,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/348be3237-3ad1-4800-97da-8ba1dcea4c53,76723,sp.,,,F. Spiess,1,,NA,,1983-06-01T00:00:00,,1983,,,Off Coast Of Guatemala,,-125.44,14.6272,,"Hope, William Duane, Smithsonian Institution, National Museum of Natural History",,,,,Acantholaimus sp.,"Acantholaimus Allgén, 1933",Animalia,Nematoda,Adenophorea,Desmodorida,Comesomatidae,Acantholaimus,,GENUS,ACCEPTED,4516,0,Acantholaimus sp.,"Acantholaimus Allgén, 1933",
68229,,meiofauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Acantholaimus,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1317449847,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/30af41650-92d4-47f8-9de0-1fe47fdad2a8,76712,sp.,,,F. Spiess,1,,NA,,1983-06-01T00:00:00,,1983,,,Off Coast Of Guatemala,,-125.405,14.7022,,"Hope, William Duane, Smithsonian Institution, National Museum of Natural History",,,,,Acantholaimus sp.,"Acantholaimus Allgén, 1933",Animalia,Nematoda,Adenophorea,Desmodorida,Comesomatidae,Acantholaimus,,GENUS,ACCEPTED,4510,0,Acantholaimus sp.,"Acantholaimus Allgén, 1933",
93810,,meiofauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Acantholaimus,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1319452764,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/36391f01c-52b0-46bb-976c-e4c2de38b568,76706,sp.,,,F. Spiess,1,,NA,,1983-06-01T00:00:00,,1983,,,Off Coast Of Guatemala,,-125.453,14.64,,"Hope, William Duane, Smithsonian Institution, National Museum of Natural History",,,,,Acantholaimus sp.,"Acantholaimus Allgén, 1933",Animalia,Nematoda,Adenophorea,Desmodorida,Comesomatidae,Acantholaimus,,GENUS,ACCEPTED,4517,0,Acantholaimus sp.,"Acantholaimus Allgén, 1933",
95494,,meiofauna,east,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Acantholaimus,,,genus,temporary name,01_pmn_exploration_areas,,,yes,,1320666580,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3993f49b4-e40d-4df8-84e7-29e69809acbd,76701,sp.,,,F. Spiess,1,,NA,,1983-06-01T00:00:00,,1983,,,Off Coast Of Guatemala,,-125.459,14.6897,,"Hope, William Duane, Smithsonian Institution, National Museum of Natural History",,,,,Acantholaimus sp.,"Acantholaimus Allgén, 1933",Animalia,Nematoda,Adenophorea,Desmodorida,Comesomatidae,Acantholaimus,,GENUS,ACCEPTED,4500,0,Acantholaimus sp.,"Acantholaimus Allgén, 1933",
