rec,source,overlapping_name,INCLUDE,incl_note,Kingdom,Phylum,Class,Order,Family,Genus,Species,scientificName,name_harmonised,taxonConceptID,ORIG_name_if_overlap,habitat_interim,size_cat,taxonRank,TR_w_TCID,temp_name_cat,CAT_EXPANDED,qualifier,qual2,qual_level,qual_interp,reference/id_by,ID_METHOD,descr_id_with_orig
2042,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp.D,,sediment,macrofauna,family,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
2043,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp.E sp.E,,sediment,macrofauna,family,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
2044,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionid sp. PIP#13,,sediment,macrofauna,family,temporary name,MOTU,poss undescribed new species,,,,,Smith_etal_2008,morphology and molecular data,morphology and molecular data
2045,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionid sp. PIP#14,,sediment,macrofauna,family,temporary name,MOTU,poss undescribed new species,,,,,Smith_etal_2008,morphology and molecular data,morphology and molecular data
2046,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionid sp. PIP#15,,sediment,macrofauna,family,temporary name,MOTU,poss undescribed new species,,,,,Smith_etal_2008,morphology and molecular data,morphology and molecular data
2047,DD,poss overlap,,poss overlap,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,AB_Hesionidae sp 1,,sediment,macrofauna,family,temporary name,gen,,,,,,,,
2048,DD,poss overlap,,poss overlap,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,AB_Hesionidae sp 2,,sediment,macrofauna,family,temporary name,gen,,,,,,,,
2049,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp. (NHM_1276),,sediment,macrofauna,family,temporary name,gen,,,,,,,,
2050,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp. (NHM_1719),,sediment,macrofauna,family,temporary name,gen,,,,,,,,
2051,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp. (NHM_362),,sediment,macrofauna,family,temporary name,gen,,,,,,,,
2052,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp. (NHM_565) v sim to 773E,,sediment,macrofauna,family,temporary name,gen,,,,,,,,
2053,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp. (NHM_742),,sediment,macrofauna,family,temporary name,gen,,,,,,,,
2054,DD,overlap,no,no- duplicate,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp. (NHM_773E),,sediment,macrofauna,family,temporary name,gen,,,,,,,,
2055,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,,,Hesionidae,,Hesionidae sp.1,,sediment,macrofauna,family,temporary name,gen,,,,,,,,
2056,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesiospina,,Hesiospina,,Hesiospina sp. 27,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
2057,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesiospina,,Hesiospina,,Hesiospina sp. 280,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
2058,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 1,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2059,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 2,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2060,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 3,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2061,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 4,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2062,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 5,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2063,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 6,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2064,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 7,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2065,literature,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 8,,sediment,meiofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Mahatma_2009,morphology only (specimens/specimens and imagery),morphology only (specimens)
2066,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
2067,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 2,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
2068,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 3,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
2069,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 4,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
2070,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 5,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
2071,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 6,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
2072,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 7,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
2073,DD,overlap,no,no- duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,,Heteropsyllus sp. 8,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
2074,literature,,,,Animalia,Annelida,Polychaeta,Spionida,Longosomatidae,Heterospio,,Heterospio,,Heterospio sp.A,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
2075,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,cup shaped hexactinellid,,nodule,megafauna,class,temporary name,morphospecies,poss undescribed new species,indet,,,,Pawson_1988,morphology only (specimens/specimens and imagery),morphology only (specimens and imagery)
2076,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,vase shaped hexactinellid,,nodule,megafauna,class,temporary name,morphospecies,poss undescribed new species,indet,,,,Pawson_1988,morphology only (specimens/specimens and imagery),morphology only (specimens and imagery)
2077,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,Hexactinellida – black msp,,nodule,megafauna,class,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
2078,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,Hexactinellida – foliose sponge msp.,,nodule,megafauna,class,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
2079,literature,,,,Animalia,Porifera,Hexactinellida,,,,,Hexactinellida,,Hexactinellida – stalked,,nodule,megafauna,class,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
2080,literature,,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,,Hirondellea,,Hirondellea sp. CCZ_014,,sediment,macrofauna,genus,temporary name,MOTU,poss undescribed new species,,,,,Bribiesca-Contreras_etal_2021,morphology and molecular data,morphology and molecular data
2081,literature,,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,,Hirondellea,,Hirondellea sp. CCZ_210,,sediment,macrofauna,genus,temporary name,MOTU,poss undescribed new species,,,,,Bribiesca-Contreras_etal_2021,morphology and molecular data,morphology and molecular data
2082,literature,,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,,Hirondellea,,Hirondellea sp. CCZ_211,,sediment,macrofauna,genus,temporary name,MOTU,poss undescribed new species,,,,,Bribiesca-Contreras_etal_2021,morphology and molecular data,morphology and molecular data
2083,literature,,,,Animalia,Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,,Hirondellea,,Hirondellea sp. CCZ_224,,sediment,macrofauna,genus,temporary name,MOTU,poss undescribed new species,,,,,Bribiesca-Contreras_etal_2021,morphology and molecular data,morphology and molecular data
2084,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Hodor,,Hodor,,Hodor sp. 666-2,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2021,morphology and molecular data,morphology and molecular data
2085,literature,,,,Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Holascus,,Holascus,,Holascus stet. CCZ_078,,nodule,megafauna,genus,temporary name,MORPHOTYPE,undescribed new species,stet,sp. Nov (undescribed),,yes,Bribiesca-Contreras_etal_2022,morphology and molecular data,morphology and molecular data
2086,literature,,,,Animalia,Echinodermata,Echinoidea,Holasteroida,,,,Holasteroida,,cf. Holasteroida morphospecies 1,,sediment,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Amon_etal_2017a,morphology only (imagery),morphology only (imagery)
2087,literature,,,,Animalia,Echinodermata,Echinoidea,Holasteroida,,,,Holasteroida,,cf. Holasteroida morphospecies 2,,sediment,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Amon_etal_2017a,morphology only (imagery),morphology only (imagery)
2088,OBIS,overlap,no,no- duplicate,Animalia,Echinodermata,Echinoidea,Holasteroida,,,,Holasteroida,,cf. Holasteroida morphospecies 1,,sediment,megafauna,order,temporary name,morphotype,,cf.,,,,"Richard Mooi, Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
2089,OBIS,overlap,no,no- duplicate,Animalia,Echinodermata,Echinoidea,Holasteroida,,,,Holasteroida,,cf. Holasteroida morphospecies 2,,sediment,megafauna,order,temporary name,morphotype,,cf.,,,,"Richard Mooi, Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
2090,GBIF,overlap,no,no- duplicate,Animalia,Echinodermata,Echinoidea,Holasteroida,,,,Holasteroida,,cf. Holasteroida morphospecies 1,,sediment,megafauna,order,temporary name,morphotype,,cf.,,,,"Richard Mooi, Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
2091,GBIF,overlap,no,no- duplicate,Animalia,Echinodermata,Echinoidea,Holasteroida,,,,Holasteroida,,cf. Holasteroida morphospecies 2,,sediment,megafauna,order,temporary name,morphotype,,cf.,,,,"Richard Mooi, Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
2092,GBIF,overlap,no,no- duplicate,Animalia,Echinodermata,Echinoidea,Holasteroida,,,,Holasteroida,,cf. Holasteroida morphospecies 1,,sediment,megafauna,order,temporary name,morphotype,,cf.,,,,"Richard Mooi, Diva J Amon, Amanda F Ziegler",morphology only (imagery),Identified only from imagery
2094,GBIF,overlap,no,no- duplicate,Animalia,Echinodermata,Echinoidea,Holasteroida,,,,Holasteroida,,cf. Holasteroida morphospecies 2,,sediment,megafauna,order,temporary name,morphotype,,cf.,,,,"Richard Mooi, Diva J Amon, Amanda F Ziegler",morphology only (imagery),Identified only from imagery
2095,literature,,,,Animalia,Echinodermata,Echinoidea,Holasteroida,,,,Holasteroida,,Holasteroida sp. 1,,sediment,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
2096,DD,,,,Animalia,Echinodermata,Echinoidea,Holasteroida,,,,Holasteroida,,Holasteroida morphotype 1,,sediment,megafauna,order,temporary name,gen,,,,,,,,
2097,literature,overlap,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,,,,,Holothuroidea,,Double velum mtps,,sediment,megafauna,class,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,DeSmet_etal_2021,morphology only (imagery),morphology only (imagery)
2098,literature,,,,Animalia,Echinodermata,Holothuroidea,,,,,Holothuroidea,,Holothuroidea (juvenile) sp. 1,,sediment,megafauna,class,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
2099,literature,,,,Animalia,Echinodermata,Holothuroidea,,,,,Holothuroidea,,Holothuroidea morphospecies,,sediment,megafauna,class,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2017c,morphology only (imagery),morphology only (imagery)
2100,literature,,,,Animalia,Echinodermata,Holothuroidea,,,,,Holothuroidea,,Holothuroidea mtps,,sediment,megafauna,class,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,DeSmet_etal_2021,morphology only (imagery),morphology only (imagery)
2101,literature,,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,,,,,Holothuroidea,yes,HOL000,Unclassifiable Holothuroidea HOL000,sediment,megafauna,class,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
2102,literature,,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,,,,,Holothuroidea,yes,HOL001,Unclassifiable Holothuroidea HOL001,sediment,megafauna,class,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
2103,literature,,no,no- duplicate,Animalia,Echinodermata,Holothuroidea,,,,,Holothuroidea,yes,HOL004,Unclassifiable Holothuroidea HOL004,sediment,megafauna,class,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
2104,DD,,,,Animalia,Echinodermata,Holothuroidea,,,,,Holothuroidea,,Holothuroidea (sea cucumber sp1),,sediment,megafauna,class,temporary name,gen,,,,,,,,
2105,DD,,,,Animalia,Echinodermata,Holothuroidea,,,,,Holothuroidea,,Holothuroidea sp. (NHM_1940),,sediment,megafauna,class,temporary name,gen,,,,,,,,
2106,DD,,,,Animalia,Echinodermata,Holothuroidea,,,,,Holothuroidea,,Holothuroidea sp. (NHM_920),,sediment,megafauna,class,temporary name,gen,,,,,,,,
2107,literature,,,,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,,Hormathiidae,,Hormathiidae sp. (NHM_416),,nodule,macrofauna,family,temporary name,gen,undescribed new species,,,,,Dahlgren_etal_2016,morphology and molecular data,morphology and molecular data
2108,OBIS,overlap,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,,Hormathiidae,,Hormathiidae sp. (NHM_416),,nodule,macrofauna,family,temporary name,gen,,,,,,"Estefania Rodriguez, Adrian Glover, Helena Wiklund, Thomas Dahlgren, Diva Amon",morphology and molecular data,identified by DNA and morphology
2109,GBIF,overlap,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,,Hormathiidae,,Hormathiidae sp. (NHM_416),,nodule,macrofauna,family,temporary name,gen,,,,,,"Estefania Rodriguez, Adrian Glover, Helena Wiklund, Thomas Dahlgren, Diva Amon",morphology and molecular data,identified by DNA and morphology
2110,DD,overlap,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,,Hormathiidae,,Hormathiidae sp. (NHM_416),,nodule,macrofauna,family,temporary name,gen,,,,,,,,
2111,DD,,,,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,,Hormathiidae,,Phelliactis sp A,,nodule,macrofauna,family,temporary name,gen,,,,,,,,
2112,literature,,,,Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,Hyalinoecia,,Hyalinoecia,,Hyalinoecia sp.A,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Glover_etal_2002,morphology only (specimens/specimens and imagery),morphology only (specimens)
2113,literature,,,,Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,,Hyalonema stet. CCZ_020,,nodule,megafauna,genus,temporary name,MORPHOTYPE,undescribed new species,stet,sp. Nov (undescribed),,yes,Bribiesca-Contreras_etal_2022,morphology and molecular data,morphology and molecular data
2114,literature,,,,Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,,Hyalonema stet. CCZ_081,,nodule,megafauna,genus,temporary name,MORPHOTYPE,undescribed new species,stet,sp. Nov (undescribed),,yes,Bribiesca-Contreras_etal_2022,morphology and molecular data,morphology and molecular data
2115,literature,,,,Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,,Hyalonema sp. 1,,nodule,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
2116,literature,,,,Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,,Hyalonema sp. 2,,nodule,megafauna,genus,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
