Phylum,Class,Order,Family,Genus,scientificName,taxonConceptID,size_cat
Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,Laetmogone,Laetmogone,Laetmogone sp. HOL037,megafauna
Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,,Laetmogonidae,Laetmogonidae msp. 1,megafauna
Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,,Laetmogonidae,Laetmogonidae msp. 2,megafauna
Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,,Laetmogonidae,Laetmogonidae msp. 3,megafauna
Echinodermata,Holothuroidea,Elasipodida,Laetmogonidae,,Laetmogonidae,Laetmogonidae sp. 1,megafauna
Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,Laetmonice,Laetmonice stet CCZ_060,megafauna
Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Laimella,Laimella,Laimella sp_1,meiofauna
Annelida,Polychaeta,Terebellida,Flabelligeridae,Lamispina,Lamispina,Lamispina sp. 1,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp A,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp B,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp C,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. (NHM_016),macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. (NHM_048),macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. (NHM_131),macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. (NHM_1662),macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. (NHM_2076),macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. (NHM_2111),macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. (NHM_2182),macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. 1,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. 2,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. 2682,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. 334,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. 349,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. 349/361,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. 361,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. 381,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. 419a,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp. 89,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp.A,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp.B,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp.C,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Laonice,Laonice,Laonice sp.D,macrofauna
Arthropoda,Copepoda,Harpacticoida,Laophontidae,,Laophontidae,Laophontidae sp. 1,meiofauna
Annelida,Polychaeta,Terebellida,Fauveliopsidae,Laubieriopsis,Laubieriopsis,Laubieriopsis sp. 2509,macrofauna
Annelida,Polychaeta,Phyllodocida,Sigalionidae,Leanira,Leanira,Leanira 932,macrofauna
Annelida,Polychaeta,Phyllodocida,Sigalionidae,Leanira,Leanira,Leanira 933,macrofauna
Annelida,Polychaeta,Phyllodocida,Sigalionidae,Leanira,Leanira,Leanira 935,macrofauna
Annelida,Polychaeta,Phyllodocida,Sigalionidae,Leanira,Leanira,Leanira sp. 22,macrofauna
Annelida,Polychaeta,Phyllodocida,Sigalionidae,Leanira,Leanira,Leanira sp. 4,macrofauna
Annelida,Polychaeta,Phyllodocida,Sigalionidae,Leanira,Leanira,Leanira sp.A,macrofauna
Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,Ledella,Ledella sp (NHM_144),macrofauna
Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,Ledella,Ledella sp (NHM_149),macrofauna
Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,Ledella,Ledella sp (NHM_288),macrofauna
Mollusca,Bivalvia,Nuculanida,Nuculanidae,Ledella,Ledella,Ledella sp. (NHM_381),macrofauna
Annelida,Polychaeta,,Orbiniidae,Leitoscoloplos,Leitoscoloplos,Leitoscoloplos  sp. 2,macrofauna
Annelida,Polychaeta,,Orbiniidae,Leitoscoloplos,Leitoscoloplos,Leitoscoloplos sp. 1,macrofauna
Cnidaria,Anthozoa,Alcyonacea,Keratoisididae,Lepidisis,Lepidisis ,Lepidisis sp. indet. mtp-ALC_005,megafauna
Arthropoda,Copepoda,Harpacticoida,Leptastaciidae,,Leptastaciidae,Leptastaciidae sp.1,meiofauna
Mollusca,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,Leptochiton,Leptochiton sp (NHM_446),macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23017,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23018,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23019,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23020,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23021,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23022,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23023,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23024,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23025,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23026,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23027,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23028,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23029,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23030,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23031,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23032,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23033,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23034,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23035,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23036,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23037,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23038,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23062,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23063,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23064,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23065,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23101,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23103,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23104,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23105,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23106,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23107,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23108,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23109,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia sp. 23999,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia species 102,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia species 44,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,Leptognathia,Leptognathia species 98,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Leptognathiella,Leptognathiella,Leptognathiella species 105,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Leptognathiella,Leptognathiella,Leptognathiella species 113,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Leptognathiella,Leptognathiella,Leptognathiella species 50,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,,Leptognathiidae,Leptognathiidae Indet sp. 23999,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Leptognathioides,Leptognathioides,Leptognathioides species #18,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Leptognathioides,Leptognathioides,Leptognathioides species 18,macrofauna
Nematoda,Chromadorea,Plectida,Leptolaimidae,Leptolaimoides,Leptolaimoides,Leptolaimoides sp_1,meiofauna
Nematoda,Chromadorea,Plectida,Leptolaimidae,Leptolaimus,Leptolaimus,Leptolaimus sp. B,meiofauna
Nematoda,Chromadorea,Plectida,Leptolaimidae,Leptolaimus,Leptolaimus,Leptolaimus sp_4,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Leptomesochra,Leptomesochra,Leptomesochra sp. 1,meiofauna
Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Leptophoxus,Leptophoxus,Leptophoxus sp.,macrofauna
Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Leptophoxus,Leptophoxus,Leptophoxus sp.1,macrofauna
Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta,Leptosynapta,Leptosynapta sp A,megafauna
Echinodermata,Holothuroidea,Apodida,Synaptidae,Leptosynapta,Leptosynapta,Leptosynapta sp. (NHM_206),megafauna
Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Leptotachidia,Leptotachidia,Leptotachidia new sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Leptotachidia,Leptotachidia,Leptotachidia sp. 1,meiofauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Leucicorus,Leucicorus,Leucicoris sp mtp 1,megafauna
Annelida,Polychaeta,,Paraonidae,Levinsenia,Levinsenia,Levensenia sp.A,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Leviapseudes,Leviapseudes,Leviapseudes  sp1,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Leviapseudes,Leviapseudes,Leviapseudes  species 165,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Leviapseudes,Leviapseudes,Leviapseudes sp. 23006,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Leviapseudes,Leviapseudes,Leviapseudes sp. 23007,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Leviapseudes,Leviapseudes,Leviapseudes sp. 23115,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Leviapseudes,Leviapseudes,Leviapseudes sp.1,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Leviapseudes,Leviapseudes,Leviapseudes species #165,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Leviapseudes,Leviapseudes,Leviapseudes species #166,macrofauna
Annelida,Polychaeta,,Paraonidae,Levinsenia,Levinsenia,Levinsenia sp. 2037,macrofauna
Annelida,Polychaeta,,Paraonidae,Levinsenia,Levinsenia,Levinsenia sp. 336,macrofauna
Annelida,Polychaeta,,Paraonidae,Levinsenia,Levinsenia,Levinsenia sp. 498,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Libanius,Libanus,Libanus sp. 23040,macrofauna
Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis,Limopsis,Limopsis sp (NHM_453),macrofauna
Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis,Limopsis,Limopsis sp. (NHM_453),macrofauna
Nemertea,Pilidiophora,Heteronemertea,Lineidae,,Lineidae,Lineidae sp. (NHM_077),macrofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Noodtiella,Noodtiella,Lineosoma sp. 1,meiofauna
Nematoda,Chromadorea,Monhysterida,Linhomoeidae,,Linhomoeidae,Linhomoeidae Gen. sp_2,meiofauna
Nematoda,Chromadorea,Monhysterida,Xyalidae,Linhystera,Linhystera,Linhystera sp. A,meiofauna
Nematoda,Chromadorea,Monhysterida,Xyalidae,Linhystera,Linhystera,Linhystera sp_2,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Litinium,Litinium,Litinium sp_2,meiofauna
Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Pelagobia,Pelagobia,longicirrata PIP_28,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,Spiophanes,longisetus PIP_4,macrofauna
Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,,Lopadorrhynchidae,Lopadorrhynchidae sp. (NHM_211),macrofauna
Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Lopadorrhynchus,Lopadorrhynchus,Lopadorrhynchus sp A,macrofauna
Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,Lopadorrhynchus,Lopadorrhynchus,Lopadorrhynchus sp. (NHM_060),macrofauna
Mollusca,Solenogastres,,Pruvotinidae,,Lophomeniinae,Lophomeniinae sp. (NHM_027),macrofauna
Loricifera,,,,,Loricifera,Loricifera Motu 1,meiofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumberineris sp. 1,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrinereis,Lumbrineris,Lumbrinereis sp.A,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrinereis,Lumbrineris,Lumbrinereis sp.B,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,,Lumbrineridae,Lumbrineridae sp. (NHM_125),macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,,Lumbrineridae,Lumbrineridae sp. (NHM_1485),macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,,Lumbrineridae,Lumbrineridae sp. (NHM_205),macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,,Lumbrineridae,Lumbrineridae sp. (NHM_2118),macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,,Lumbrineridae,Lumbrineridae sp. (NHM_420),macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,,Lumbrineridae,Lumbrineridae sp. 1,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,,Lumbrineridae,Lumbrineridae sp.1,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrinerides,Lumbrinerides,Lumbrinerides laubieri #2107,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrinerides,Lumbrinerides,Lumbrinerides sp A,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrinerides,Lumbrinerides,Lumbrinerides sp. (NHM_020),macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrinerides,Lumbrinerides,Lumbrinerides sp. 2107,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris 911,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris 912,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris sp A,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris sp B,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris sp C,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris sp. A,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris sp.A,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris sp.B,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris sp.C,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris sp.D,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris sp.E,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris sp.F,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris,Lumbrineris sp.G,macrofauna
Arthropoda,Malacostraca,Amphipoda,,,Lysianassoidea,Lysianassoidea sp.1,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephala,Macellicephala,Macellicephala sp. 180,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephala,Macellicephala,Macellicephala sp. 308,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephala,Macellicephala,Macellicephala sp. 320,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephala,Macellicephala,Macellicephala sp. 35,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephala,Macellicephala,Macellicephala sp. 437,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephala,Macellicephala,Macellicephala sp. 442b,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephala,Macellicephala,Macellicephala sp. 444,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephala,Macellicephala,Macellicephala sp. 464,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephala,Macellicephala,Macellicephala sp. 687,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephala,Macellicephala,Macellicephala sp.A,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,Polynoidae,Macellicephalinae  sp. A,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,Polynoidae,Macellicephalinae sp. B,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,Polynoidae,Macellicephalinae sp. C,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,Polynoidae,Macellicephalinae sp. D,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Macrinella,Macrinella,Macrinella sp. 23041,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Macrinella,Macrinella,Macrinella sp. 23042,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Macrinella,Macrinella,Macrinella sp. 23043,macrofauna
Arthropoda,Ostracoda,Podocopida,Macrocyprididae,Macrocypris,Macrocypris,Macrocypris  sp1,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis  sp2,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis  sp3,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis  sp4,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis 136,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis 141,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis 150,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis 316,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis 317,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis 318,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis 319,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis 320,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis 321,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis 322,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis M01,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis M08,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis sp.,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis sp. 1,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis sp. 2,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis sp. 5,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis sp.1,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis sp.2,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis sp.3,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis sp.3 sp. nov.,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis sp.4,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis sp.5 sp. nov.,macrofauna
Arthropoda,Malacostraca,Isopoda,Macrostylidae,Macrostylis,Macrostylis,Macrostylis sp.7 sp. nov.,macrofauna
Chordata,Actinopteri,Gadiformes,Macrouridae,,Macrouridae,Macrouridae mtp 1,megafauna
Annelida,Polychaeta,,Magelonidae,Magelona,Magelona,Magelona sp.A,macrofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Malacopsyllus,Malacopsyllus,Malacopsyllus new sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Malacopsyllus,Malacopsyllus,Malacopsyllus sp. 1,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Malacopsyllus,Malacopsyllus,Malacopsyllus sp. 2,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Malacopsyllus,Malacopsyllus,Malacopsyllus sp.1,meiofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae 938,macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae 939,macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae sp A,macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae sp B,macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae sp. (NHM_026),macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae sp. (NHM_058),macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae sp. (NHM_1170),macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae sp. (NHM_1178),macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae sp. (NHM_1859),macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae sp. (NHM_358),macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae sp. (NHM_836),macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae sp. (NHM_900),macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae sp. 121,macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,Maldanidae sp. 2420,macrofauna
