rec_long,descr_id_with,SPP_CHECKLIST,FULL_SPP_CHECKLIST,INCL,incl_note,size_cat,Phylum,Class,Order,Family,Genus,Subgenus,specificEpiphet,Subspecies,scientificName,ScientificName_accepted,taxonRank,other_rank,ref_description,YEAR_DESC,description,orig_desc,CCZ_endemic,observed_out_CCZ_OBIS,notes,SOURCE_ED,inferred,size_cat_notes,habitat_info,source_habitat_info,hab_confirmed,hab/group,pelagic,habitat_interim,QA/QC,type_loc_elsewhere,my_notes_on_tammys,Tammy_notes,Tammy_taxonomic.status,Thomas_notes,Thomas_taxonomic status,barcode,source,imagery_only_ID,all_recs_qual_y,any_recs_qual,deepsea_taxonmatch_note_wordss,Match type,Taxon status- worms,Authority_accepted,AphiaID_accepted,isMarine,isBrackish,isFresh,isTerrestrial,extra_AphiaID,extra_authority,Citation,Kingdom,source_lit,source_gbif,source_DD,source_OBIS_only,source_OBIS_DD,sole_source,type_loc_info_OBIS,cl,cl2,cl3
259,morphology only (imagery),no,yes,,,megafauna,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Bathydorus,,spinosus,,Bathydorus spinosus,Bathydorus spinosus,species,,,,,,,,,literature,,,benthic,WoRMS,,nodule/sediment,,nodule,,,,,,,,,,YES,,,matchtype: exact,exact,accepted,"Schulze, 1886",172036,1,0,0,0,,,"de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Carballo, J.L.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2023). World Porifera Database. Bathydorus spinosus Schulze, 1886. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=172036 on 2023-01-30",Animalia,literature,,,,,yes,,rams,,
260,morphology and molecular data,yes,yes,,,macrofauna,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathyedithia,,retierei,,Bathyedithia retierei,Bathyedithia retierei,species,,Bonifacio&Menot_2019,2019,new species,new species,y,,,literature; DD; OBIS only,,,benthic,WoRMS,,,,sediment,y,,,,,,ok,yes,genbank,,,,No match found,exact,accepted,"Bonifácio & Menot, 2018",1311128,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Bathyedithia retierei Bonifácio & Menot, 2018. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1311128 on 2023-01-30",Animalia,literature,,DD,OBIS only,OBIS DD,,Y,,,
261,morphology and molecular data,yes,yes,,,macrofauna,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathyeliasona,,mariaae,,Bathyeliasona mariaae,Bathyeliasona mariaae,species,,Bonifacio&Menot_2019,2019,new species,new species,y,,,literature; DD; OBIS only,,,benthic,WoRMS,,,,sediment,y,,,,,,ok,yes,genbank,,,,No match found,exact,accepted,"Bonifácio & Menot, 2018",1311131,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Bathyeliasona mariaae Bonifácio & Menot, 2018. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1311131 on 2023-01-30",Animalia,literature,,DD,OBIS only,OBIS DD,,Y,,,
262,molecular data,,,,,meiofauna,Nematoda,Enoplea,Enoplida,Enchelidiidae,Bathyeurystomina,,,,Bathyeurystomina,Bathyeurystomina,genus,,,,,,,,,literature; DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Lambshead & Platt, 1979",227167,1,1,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Bathyeurystomina Lambshead & Platt, 1979. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=227167 on 2023-01-30",Animalia,literature,,DD,,OBIS DD,,,,,
263,morphology and molecular data,,,,,macrofauna,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathyfauvelia,,,,Bathyfauvelia,Bathyfauvelia,genus,,,,,,,,,literature; GBIF; DD,,,,,,,,sediment,,,,,,,,yes,genbank,,,,matchtype: exact,exact,accepted,"Pettibone, 1976",129481,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Bathyfauvelia Pettibone, 1976. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129481 on 2023-01-30",Animalia,literature,GBIF,DD,,OBIS DD,,,,,
264,morphology only (specimens),no,yes,,all records with qualifiers,macrofauna,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathyfauvelia,,affinis,,Bathyfauvelia affinis,Bathyfauvelia affinis,species,,,,,,,,,literature,,,benthic,WoRMS,,,,sediment,y- but not on short checklist,y,,,,"Type locality: Madeira, 0-2380m.",dubious,,,,cf.,cf.,matchtype: exact,exact,accepted,"(Fauvel, 1914)",130728,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Bathyfauvelia affinis (Fauvel, 1914). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=130728 on 2023-01-30",Animalia,literature,,,,,yes,,arms,,
265,morphology and molecular data,yes,yes,,,macrofauna,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathyfauvelia,,glacigena,,Bathyfauvelia glacigena,Bathyfauvelia glacigena,species,,Bonifacio&Menot_2019,2019,new species,new species,y,,,literature; GBIF; DD; OBIS only,,,benthic,WoRMS,,,,sediment,y,,,,,,ok,yes,genbank,,,,No match found,exact,accepted,"Bonifácio & Menot, 2018",1311133,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Bathyfauvelia glacigena Bonifácio & Menot, 2018. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1311133 on 2023-01-30",Animalia,literature,GBIF,DD,OBIS only,OBIS DD,,Y,,,
266,morphology and molecular data,yes,yes,,,macrofauna,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathyfauvelia,,ignigena,,Bathyfauvelia ignigena,Bathyfauvelia ignigena,species,,Bonifacio&Menot_2019,2019,new species,new species,y,,,literature; DD; OBIS only,,,benthic,WoRMS,,,,sediment,y,,,,,,ok,yes,genbank,,,,No match found,exact,accepted,"Bonifácio & Menot, 2018",1311134,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Bathyfauvelia ignigena Bonifácio & Menot, 2018. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1311134 on 2023-01-30",Animalia,literature,,DD,OBIS only,OBIS DD,,Y,,,
267,,,,,,macrofauna,Annelida,Polychaeta,Phyllodocida,Goniadidae,Bathyglycinde,,,,Bathyglycinde,Bathyglycinde,genus,,,,,,,,,literature; DD,,,,,,,,sediment,,,,,,,,yes,genbank,,,,matchtype: exact,exact,accepted,"Fauchald, 1972",238729,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Bathyglycinde Fauchald, 1972. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=238729 on 2023-01-30",Animalia,literature,,DD,,OBIS DD,,,,,
268,morphology and molecular data,no,yes,,all records with qualifiers,macrofauna,Annelida,Polychaeta,Phyllodocida,Goniadidae,Bathyglycinde,,profunda,,Bathyglycinde profunda,Bathyglycinde profunda,species,,,,,,,,,literature; DD,,,benthic,WoRMS,,,,sediment,y- but not on short checklist,y,,,,"Type locality: Off Bermudas, 2000m.",dubious,yes,genbank,,cf.,cf.,matchtype: exact,exact,accepted,"(Hartman & Fauchald, 1971)",240611,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Bathyglycinde profunda (Hartman & Fauchald, 1971). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240611 on 2023-01-30",Animalia,literature,,DD,,,,,,,
269,morphology only (specimens),no,yes,,all records with qualifiers,macrofauna,Annelida,Polychaeta,Phyllodocida,Goniadidae,Bathyglycinde,,sibogana,,Bathyglycinde sibogana,Bathyglycinde sibogana,species,,,,,,,,,literature,,,benthic,WoRMS,,,,sediment,y- but not on short checklist,y,,,,"Type locality: Malay archipelago, depth?",dubious,,,,cf.,cf.,matchtype: exact,exact,accepted,"(Augener & Pettibone in Pettibone, 1970)",240614,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Bathyglycinde sibogana (Augener & Pettibone in Pettibone, 1970). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=240614 on 2023-01-30",Animalia,literature,,,,,yes,,,,
270,,,,,,megafauna,Cnidaria,Anthozoa,Scleralcyonacea,Keratoisididae,Bathygorgia,,,,Bathygorgia,Bathygorgia,genus,,,,,,,,,literature; GBIF; OBIS only,,,,,,,,nodule,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Wright, 1885",883738,1,,,,,,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2023). World List of Octocorallia. Bathygorgia Wright, 1885. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=883738 on 2023-01-30",Animalia,literature,GBIF,,OBIS only,,,,,,
271,morphology only (imagery),no,yes,,all records with qualifiers,megafauna,Cnidaria,Anthozoa,Scleralcyonacea,Keratoisididae,Bathygorgia,,abyssicola,,Bathygorgia abyssicola,Bathygorgia abyssicola,species,,,,,,,,,literature,,,benthic,WoRMS,,,,nodule,,,,,,,,,,YES,aff.,aff.,No match found,exact,accepted,"Lapointe & Watling, 2015",883739,1,,,,,,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2023). World List of Octocorallia. Bathygorgia abyssicola Lapointe & Watling, 2015. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=883739 on 2023-01-30",Animalia,literature,,,,,yes,,,,
272,morphology only (imagery),no,yes,,,megafauna,Cnidaria,Anthozoa,Scleralcyonacea,Keratoisididae,Bathygorgia,,profunda,,Bathygorgia profunda,Bathygorgia profunda,species,,,,,,,,,literature; DD,,,benthic,WoRMS,,,,nodule,,,,,,,,,,YES,,cf; sp. Inc,matchtype: exact,exact,accepted,"Wright, 1885",883744,1,,,,,,"McFadden, C.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2023). World List of Octocorallia. Bathygorgia profunda Wright, 1885. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=883744 on 2023-01-30",Animalia,literature,,DD,,,,,,,
274,,,,,,meiofauna,Nematoda,Enoplea,Enoplida,Tripyloididae,Bathylaimus,,,,Bathylaimus,Bathylaimus,genus,,,,,,,,,literature; DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Cobb, 1894",2586,1,1,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Bathylaimus Cobb, 1894. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=2586 on 2023-01-30",Animalia,literature,,DD,,,,,,,
275,morphology and molecular data,,,,all records with qualifiers,megafauna,Echinodermata,Crinoidea,Comatulida,Antedonidae,,,,,Bathymetrinae,Bathymetrinae,subfamily,y,,,,,,,,literature,,,,,,,,nodule,,,,,,,,,,,incertae sedis,incertae sedis,matchtype: exact,exact,accepted,"AH Clark, 1909",340800,1,0,0,0,,,"Messing, C. (2023). World List of Crinoidea. Bathymetrinae AH Clark, 1909. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=340800 on 2023-01-30",Animalia,literature,,,,,yes,,,,
276,morphology and molecular data,yes,yes,,,macrofauna,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathymoorea,,lucasi,,Bathymoorea lucasi,Bathymoorea lucasi,species,,Bonifacio&Menot_2019,2019,new species,new species,y,,,literature; GBIF; OBIS only,,,benthic,WoRMS,,,,sediment,y,,,,,,ok,yes,genbank,,,,No match found,exact,accepted,"Bonifácio & Menot, 2018",1311119,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Bathymoorea lucasi Bonifácio & Menot, 2018. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1311119 on 2023-01-30",Animalia,literature,GBIF,,OBIS only,,,Y,,,
277,morphology only (specimens),,,,,meiofauna,Nematoda,Chromadorea,Plectida,Benthimermithidae,Bathynema,,,,Bathynema,Bathynema,genus,,Miljutin&Miljuntina_2009a,2009,new genus,new genus,y,,,literature; OBIS only,,,,,,,,sediment,,,,,,,,,,,,,No match found,exact,accepted,"Miljutin & Miljutina, 2009",458863,1,0,0,0,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Bathynema Miljutin & Miljutina, 2009. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=458863 on 2023-01-30",Animalia,literature,,,OBIS only,,,Y,,,
278,morphology only (specimens),yes,yes,,,meiofauna,Nematoda,Chromadorea,Plectida,Benthimermithidae,Bathynema,,nodinauti,,Bathynema nodinauti,Bathynema nodinauti,species,,Miljutin&Miljuntina_2009a,2009,new species,new species,y,,,literature; DD; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,,,,,,No match found,exact,accepted,"Miljutin & Miljutina, 2009",458904,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Bathynema nodinauti Miljutin & Miljutina, 2009. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=458904 on 2023-01-30",Animalia,literature,,DD,OBIS only,OBIS DD,,Y,,,
279,,,,,,meiofauna,Nematoda,Chromadorea,Desmodorida,Microlaimidae,Bathynox,,,,Bathynox,Bathynox,genus,,,,,,,,,literature; DD; OBIS DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Bussau & Vopel, 1999",227430,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Bathynox Bussau & Vopel, 1999. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=227430 on 2023-01-30",Animalia,literature,,DD,,OBIS DD,,,,,
280,morphology only (specimens and imagery),yes,yes,,no habitat info,megafauna,Chordata,Teleostei,Ophidiiformes,Ophidiidae,Bathyonus,,caudalis,,Bathyonus caudalis,Bathyonus caudalis,species,,,,,,,,,literature; GBIF; DD; OBIS only,,,,,,,,water column,,,,,,,,,,,,cf.,matchtype: exact,exact,accepted,"(Garman, 1899)",272796,1,0,0,0,,,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Bathyonus caudalis (Garman, 1899). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272796 on 2023-01-30",Animalia,literature,GBIF,DD,OBIS only,OBIS DD,,,,,
281,,,,,,megafauna,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,,,,Bathypathes,Bathypathes,genus,,,,,,,,,literature; GBIF; OBIS only,,,,,,,,nodule,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Brook, 1889",103304,1,,,,,,"Molodtsova, T.; Opresko, D. (2023). World List of Antipatharia. Bathypathes Brook, 1889. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=103304 on 2023-01-30",Animalia,literature,GBIF,,OBIS only,,,,,,
282,morphology only (imagery),no,yes,,,megafauna,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,,patula,,Bathypathes patula,Bathypathes patula,species,,,,,,,,,literature; DD,,,benthic,WoRMS,,,,nodule,,,,,,,,,,YES,,cf.; incertae sedis,matchtype: exact,exact,accepted,"Brook, 1889",103323,1,,,,,,"Molodtsova, T.; Opresko, D. (2023). World List of Antipatharia. Bathypathes patula Brook, 1889. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=103323 on 2023-01-30",Animalia,literature,,DD,,,,,rams,,
283,morphology and molecular data,,,,,macrofauna,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathypolaria,,,,Bathypolaria,Bathypolaria,genus,,,,,,,,,literature; DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Levenstein, 1981",325007,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Bathypolaria Levenstein, 1981. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=325007 on 2023-01-30",Animalia,literature,,DD,,OBIS DD,,,,,
284,morphology and molecular data,yes,yes,,,macrofauna,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathypolaria,,magnicirrata,,Bathypolaria magnicirrata,Bathypolaria magnicirrata,species,,,,,,,,,literature,,,benthic,WoRMS,,,,sediment,y,,,,,,ok,yes,,,,,matchtype: exact,exact,accepted,"(Neal, Barnich, Wiklund & Glover, 2012)",1465684,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Bathypolaria magnicirrata (Neal, Barnich, Wiklund & Glover, 2012). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1465684 on 2023-01-30",Animalia,literature,,,,,yes,,,,
286,,,,,,megafauna,Chordata,Teleostei,Aulopiformes,Ipnopidae,Bathypterois,,,,Bathypterois,Bathypterois,genus,,,,,,,,,literature,,,,,,,,water column,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Günther, 1878",125669,1,0,0,0,,,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Bathypterois Günther, 1878. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=125669 on 2023-01-30",Animalia,literature,,,,,yes,,,,
287,morphology only (imagery),no,yes,,no habitat info,megafauna,Chordata,Teleostei,Aulopiformes,Bathysauridae,Bathysaurus,,mollis,,Bathysaurus mollis,Bathysaurus mollis,species,,,,,,,,,literature; GBIF; DD; OBIS only,,,,,,,,water column,,,,,,,,,,YES,,cf.,matchtype: exact,exact,accepted,"Günther, 1878",126370,1,0,0,0,,,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Bathysaurus mollis Günther, 1878. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126370 on 2023-01-30",Animalia,literature,GBIF,DD,OBIS only,,,,nwarms,,
288,morphology and molecular data,yes,yes,,,macrofauna,Mollusca,Bivalvia,Nuculanida,Bathyspinulidae,Bathyspinula,,calcar,,Bathyspinula calcar,Bathyspinula calcar,species,,,,,,,,,literature; GBIF; DD; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,yes,genbank,,,,matchtype: exact,exact,accepted,"(Dall, 1908)",506288,1,0,0,0,,,"MolluscaBase eds. (2023). MolluscaBase. Bathyspinula calcar (Dall, 1908). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=506288 on 2023-01-30",Animalia,literature,GBIF,DD,OBIS only,,,,,,
289,,,,,,macrofauna,Mollusca,Bivalvia,Nuculanida,Bathyspinulidae,,,,,Bathyspinulidae,Bathyspinulidae,family,,,,,,,,,DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Coan & Valentich-Scott, 1997",367885,1,0,0,0,,,"MolluscaBase eds. (2023). MolluscaBase. Bathyspinulidae Coan & Valentich-Scott, 1997. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=367885 on 2023-01-30",Animalia,,,,,OBIS DD,yes,,,,
290,,,,,,megafauna,Arthropoda,Malacostraca,Decapoda,Stylodactylidae,Bathystylodactylus,,,,Bathystylodactylus,Bathystylodactylus,genus,,,,,,,,,literature; GBIF; OBIS only,,,,,,,,sediment,,,,,,,,,,,,cf.,matchtype: exact,exact,accepted,"Hanamura & Takeda, 1996",513971,1,0,0,0,,,"WoRMS (2023). Bathystylodactylus Hanamura & Takeda, 1996. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=513971 on 2023-01-30",Animalia,literature,GBIF,,OBIS only,,,,,,
291,morphology only (imagery),no,yes,,all records with qualifiers,megafauna,Arthropoda,Malacostraca,Decapoda,Stylodactylidae,Bathystylodactylus,,echinus,,Bathystylodactylus echinus,Bathystylodactylus echinus,species,,,,,,,,,literature,,,benthic,WoRMS,,,,sediment,,,,,,,,,,YES,cf.,cf.,matchtype: exact,exact,accepted,"Wicksten & Martin, 2004",514390,1,0,0,0,,,"WoRMS (2023). Bathystylodactylus echinus Wicksten & Martin, 2004. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=514390 on 2023-01-30",Animalia,literature,,,,,yes,,,,
292,morphology only (imagery),no,yes,,all records with qualifiers,megafauna,Chordata,Teleostei,Aulopiformes,Ipnopidae,Bathytyphlops,,sewelli,,Bathytyphlops sewelli,Bathytyphlops sewelli,species,,,,,,,,,literature,,,,,,,,water column,,,,,,,,,,YES,cf; sp. Inc,cf; sp. Inc,matchtype: exact,exact,accepted,"(Norman, 1939)",126346,1,0,0,0,,,"Froese, R. and D. Pauly. Editors. (2023). FishBase. Bathytyphlops sewelli (Norman, 1939). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126346 on 2023-01-30",Animalia,literature,,,,,yes,,,,
294,morphology and molecular data,yes,yes,,,megafauna,Porifera,Hexactinellida,Sceptrulophora,Euretidae,Bathyxiphus,,subtilis,,Bathyxiphus subtilis,Bathyxiphus subtilis,species,,,,,,,,,literature; GBIF,,,benthic,Kersken_etal_2018a,yes,,,nodule,,,,,,,,yes,genbank,,,,matchtype: exact,exact,accepted,"Schulze, 1899",171660,1,0,0,0,,,"de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Carballo, J.L.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Manconi, R.; Morrow, C.C. Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Vacelet, J.; van Soest, R.W.M. (2023). World Porifera Database. Bathyxiphus subtilis Schulze, 1899. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=171660 on 2023-01-30",Animalia,literature,GBIF,,,,,,,,
295,morphology and molecular data,,,,,macrofauna,Mollusca,Gastropoda,Lepetellida,Larocheidae,Bathyxylophila,,,,Bathyxylophila,Bathyxylophila,genus,,,,,,,,,literature,,,,,,,,sediment,,,,,,,,,,,,,No match found,exact,accepted,"B. A. Marshall, 1988",598284,1,,,,,,"MolluscaBase eds. (2023). MolluscaBase. Bathyxylophila B. A. Marshall, 1988. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=598284 on 2023-01-30",Animalia,literature,,,,,yes,,,,
296,morphology and molecular data,,,,,macrofauna,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Beksitanais,,,,Beksitanais,Beksitanais,genus,,Jakiel_etal_2019,2019,new genus,new genus,y,,,literature,,,,,,,,sediment,,,,,,,,,,,,,No match found,exact,accepted,"Jakiel, Palero & B?a?ewicz, 2019",1382910,1,,,,,,"WoRMS (2023). Beksitanais Jakiel, Palero & Blazewicz, 2019. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1382910 on 2023-01-30",Animalia,literature,,,,,yes,,,,
297,morphology and molecular data,yes,yes,,,macrofauna,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,Beksitanais,,apocalyptica,,Beksitanais apocalyptica,Beksitanais apocalyptica,species,,Jakiel_etal_2019,2019,new species,new species,y,,recent description so not in WoRDS,literature,,,benthic,WoRMS,,,,sediment,y,,,,ok,,,yes,,,,,No match found,exact,accepted,"Jakiel, Palero & B?a?ewicz, 2019",1382911,1,,,,,,"WoRMS (2023). Beksitanais apocalyptica Jakiel, Palero & Blazewicz, 2019. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1382911 on 2023-01-30",Animalia,literature,,,,,yes,,,,
298,morphology and molecular data,,,,,macrofauna,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Bellibos,,,,Bellibos,Bellibos,genus,,,,,,,,,literature,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Haugsness & Hessler, 1979",118337,1,0,0,0,,,"Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2008 onwards). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Bellibos Haugsness & Hessler, 1979. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=118337 on 2023-01-30",Animalia,literature,,,,,yes,,,,
