rec,INCL,incl_note,paper,REF2/DATASET,basisOfRecord,named_spp,taxonConceptID,scientificName,NAME,COUNT,rec-single,spec_note,typeStatus,TO_DO,qual_level,qual,ABSENSE,taxonRank,tr_w_tcid,Phylum,Class,Order,Family,Genus,Species,AphiaID_accepted,Authority_accepted,size_cat,VESSEL,CRUISE,CONTRACT_AREA,CA_ED,CA_TEST,sub-area,inc_site_analysis,STATION,STN_ED,deployment,STN-DEPLOY,SITE_STRING_V1,fraction,habitat,nodule_pres,region,LAT-START,LONG-START,LAT-END,LONG-END,VERB-LAT-START,VERB-LONG-START,VERB_LAT-END2,VERB-LONG-END,max_depth/start_depth,min_depth/end_depth,depth_qual,DATE,date_to_ed,sampling_method,sampling_method_ED,sampling_dets,QUANTITATIVE,FULLY_PROCESSED,duration,AREA,collector,year,type_loc,sampleID,data_source,taxonRank,CCZ_endemic,identificationQualifier,inc_type_loc_map,note,site_NOTES,orig_row,external_row
30516,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP238,,,,,,,,,
30517,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP239,,,,,,,,,
30518,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP240,,,,,,,,,
30520,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP244,,,,,,,,,
30521,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP245,,,,,,,,,
30522,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP246,,,,,,,,,
30524,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP250,,,,,,,,,
30525,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP253,,,,,,,,,
30526,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP254,,,,,,,,,
30527,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP255,,,,,,,,,
30529,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP258,,,,,,,,,
30530,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP260,,,,,,,,,
30531,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP262,,,,,,,,,
30532,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP263,,,,,,,,,
30535,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP268,,,,,,,,,
30536,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP269,,,,,,,,,
30537,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP272,,,,,,,,,
30539,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP275,,,,,,,,,
30540,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP276,,,,,,,,,
30541,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP277,,,,,,,,,
30542,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP279,,,,,,,,,
30543,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP280,,,,,,,,,
30544,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP281,,,,,,,,,
30545,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP282,,,,,,,,,
30546,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP283,,,,,,,,,
30550,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP287,,,,,,,,,
30551,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP288,,,,,,,,,
30553,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP293,,,,,,,,,
30554,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP295,,,,,,,,,
30556,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP297,,,,,,,,,
30557,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP298,,,,,,,,,
30558,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP299,,,,,,,,,
30559,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP301,,,,,,,,,
30560,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP302,,,,,,,,,
30562,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP304,,,,,,,,,
30564,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP308,,,,,,,,,
30565,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP310,,,,,,,,,
30566,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP311,,,,,,,,,
30567,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP313,,,,,,,,,
30568,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP314,,,,,,,,,
30569,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP315,,,,,,,,,
30572,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene chevreuxi,Abyssorchomene chevreuxi,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP320,,,,,,,,,
30573,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP321,,,,,,,,,
30576,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP324,,,,,,,,,
30577,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP325,,,,,,,,,
30580,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP328,,,,,,,,,
30581,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP329,,,,,,,,,
30583,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP332,,,,,,,,,
30584,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP333,,,,,,,,,
30594,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP348,,,,,,,,,
30597,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP352,,,,,,,,,
30598,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP358,,,,,,,,,
30600,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP360,,,,,,,,,
30602,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP366,,,,,,,,,
30603,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP370,,,,,,,,,
30604,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP371,,,,,,,,,
30605,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP372,,,,,,,,,
30606,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP373,,,,,,,,,
30607,,,Mohrbeck_etal_2021,,,yes,Abyssorchomene distinctus,Abyssorchomene distinctus,,1,N,,,,,,,,,Arthropoda,Malacostraca,Amphipoda,Uristidae,,,,,,,AB02,UK-1,,,Stratum A,,,AB1-TR02-000-SGN16,,DEPLOY,AB1-TR02-000-SGN16,,,,,13.84995, -116.62335,,,,,,,4082,,,10-Oct-2013,,Baited trap,Baited trap,,,,,,,,,AB1-AMP374,,,,,,,,,
