Phylum,Class,Order,Family,Genus,Species,scientificName,taxonConceptID,habitat_interim,size_cat
Arthropoda,Copepoda,Harpacticoida,Neobradyidae,Neobradya,,Neobradya,Neobradya sp. 18,sediment,meiofauna
Arthropoda,Copepoda,Siphonostomatoida,Brychiopontiidae,Neobrychiopontius,,Neobrychiopontius,Neobrychiopontius n. gen,water column,meiofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,Neogyptis,,Neogyptis,Neogyptis sp. 1,sediment,macrofauna
Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Neoscalpellum,,Neoscalpellum,cf. Neoscalpellum morphospecies,nodule,megafauna
Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,Neotanais,Neotanais species #161,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,Neotanais,Neotanais sp. 23056,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,Neotanais,Neotanais sp. 23057,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,Neotanais,Neotanais sp. 23112,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,Neotanais,Neotanais sp.1,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,Neotanais,Neotanais  sp1,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,Neotanais,Neotanais sp.,sediment,macrofauna
Annelida,Polychaeta,Sabellida,Serpulidae,Neovermilia,,Neovermilia,Neovermilia sp.A,nodule,macrofauna
Annelida,Polychaeta,,Maldanidae,Nicomache,,Nicomache,Nicomache sp. (NHM_058),nodule,macrofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitokra,,Nitokra,Nitokra sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitokra,,Nitokra,Nitokra sp. 2,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitokra,,Nitokra,Nitokra sp. 3,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitokra,,Nitokra,Nitokra sp. 4,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitokra,,Nitokra,Nitokra sp. 5,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitokra,,Nitokra,Nitokra sp. 6,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitokra,,Nitokra,Nitokra sp.1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Noodtiella,,Noodtiella,Lineosoma sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Noodtiella,,Noodtiella,Noodtiella sp. 1,sediment,meiofauna
Annelida,Polychaeta,,Capitellidae,Notomastus,,Notomastus,Notomastus sp. 367,sediment,macrofauna
Annelida,Polychaeta,,Capitellidae,Notomastus,,Notomastus,Notomastus sp. 368,sediment,macrofauna
Annelida,Polychaeta,,Capitellidae,Notomastus,,Notomastus,Notomastus sp.A,sediment,macrofauna
Annelida,Polychaeta,,Capitellidae,Notomastus,,Notomastus,Paraleicapitella sp.A,sediment,macrofauna
Annelida,Polychaeta,,Capitellidae,Notomastus,,Notomastus,Notomastus sp. (NHM_162),sediment,macrofauna
Annelida,Polychaeta,,Capitellidae,Notomastus,,Notomastus,Notomastus  sp. 1,sediment,macrofauna
Annelida,Polychaeta,,Capitellidae,Notomastus,,Notomastus,Notomastus  sp. 2,sediment,macrofauna
Annelida,Polychaeta,,Capitellidae,Notomastus,,Notomastus,Notomastus  sp. B PIP_87,sediment,macrofauna
Annelida,Polychaeta,,Capitellidae,Notomastus,,Notomastus,Notomastus sp. 2,sediment,macrofauna
Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Notoplites,,Notoplites,cf. Notoplites morphospecies,nodule,megafauna
Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Notoplites,,Notoplites,cf. Notoplites sp.,nodule,macrofauna
Annelida,Polychaeta,Terebellida,Trichobranchidae,Octobranchus,,Octobranchus,Octobranchus sp. 321,sediment,macrofauna
Annelida,Polychaeta,Terebellida,Trichobranchidae,Octobranchus,,Octobranchus,Octobranchus sp. 344,sediment,macrofauna
Annelida,Polychaeta,Terebellida,Trichobranchidae,Octobranchus,,Octobranchus,Octobranchus sp. 76,sediment,macrofauna
Annelida,Polychaeta,,Magelonidae,Octomagelona,,Octomagelona,Octomagelona sp. 465,sediment,macrofauna
Annelida,Polychaeta,,Magelonidae,Octomagelona,,Octomagelona,Octomagelona sp. (NHM_1340),sediment,macrofauna
Annelida,Polychaeta,,Magelonidae,Octomagelona,,Octomagelona,Octomagelona sp.1,sediment,macrofauna
Nematoda,Chromadorea,Desmoscolecida,Desmoscolecidae,Odetenema,,Odetenema,Odetenema,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Odiliacletodes,,Odiliacletodes,Odiliacletodes sp. 1,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Anticomidae,Odontanticoma,,Odontanticoma,Odontanticoma sp_2,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Anticomidae,Odontanticoma,,Odontanticoma,Odontanticoma sp_3,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Anticomidae,Odontanticoma,,Odontanticoma,Odontanticoma sp_4,sediment,meiofauna
Annelida,Polychaeta,,Scalibregmatidae,Oligobregma,,Oligobregma,Oligobregma sp. 33,sediment,macrofauna
Annelida,Polychaeta,,Scalibregmatidae,Oligobregma,,Oligobregma,Oligobregma sp. 68,sediment,macrofauna
Annelida,Polychaeta,,Scalibregmatidae,Oligobregma,,Oligobregma,Oligobregma sp. 96,sediment,macrofauna
Nematoda,Enoplea,Enoplida,Oncholaimidae,Oncholaimellus,,Oncholaimellus,Oncholaimellus sp_1,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oncholaimidae,Oncholaimus,,Oncholaimus,Oncholaimus sp. 3,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oncholaimidae,Oncholaimus,,Oncholaimus,Oncholaimus sp_1,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oncholaimidae,Oncholaimus,,Oncholaimus,Oncholaimus sp_3,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oncholaimidae,Oncholaimus,,Oncholaimus,Oncholaimus sp_4,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oncholaimidae,Oncholaimus,,Oncholaimus,Oncholaimus sp_5,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oncholaimidae,Oncholaimus,,Oncholaimus,Oncholaimus sp_6,sediment,meiofauna
Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,,Oneirophanta,Oneirophanta sp. 1,sediment,megafauna
Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,,Oneirophanta,cf. Oneirophanta morphospecies,sediment,megafauna
Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,,Oneirophanta,Oneirophanta stet. CCZ_100,sediment,megafauna
Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,,Oneirophanta,Oneirophanta msp.,sediment,megafauna
Echinodermata,Holothuroidea,Synallactida,Deimatidae,Oneirophanta,,Oneirophanta,Oneirophanta morphotype 1,sediment,megafauna
Annelida,Polychaeta,Eunicida,Onuphidae,Onuphis,,Onuphis,Onuphis sp.A,sediment,macrofauna
Porifera,Hexactinellida,Lyssacinosida,Leucopsacidae,Oopsacas,,Oopsacas,Oopsacas sp. SMF12068,nodule,megafauna
Annelida,Polychaeta,,Opheliidae,Ophelia,,Ophelia,Ophelia sp.A,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,Ophelina,,Ophelina,Ophelina sp. 1,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,Ophelina,,Ophelina,Ophelina sp. 2601,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,Ophelina,,Ophelina,Ophelina sp.A,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,Ophelina,,Ophelina,Ophelina species #1706,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,Ophelina,,Ophelina,Ophelina cf. abranchiata sp. (NHM_1769),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,Ophelina,,Ophelina,Ophelina cf. abranchiata sp. (NHM_2017),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,Ophelina,,Ophelina,Ophelina sp. (NHM_1068),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,Ophelina,,Ophelina,Ophelina sp. NHM#1331?,sediment,macrofauna
Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,Ophiacantha,,Ophiacantha,cf. Ophiacantha morphospecies,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioleucida,Ophiernidae,Ophiernus,,Ophiernus,Ophiernus sp 31,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophioscolecidae,Ophiocymbium,,Ophiocymbium,Ophiocymbium sp 24,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophioscolecidae,Ophiocymbium,,Ophiocymbium,Ophiocymbium sp 25,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophioscolecidae,Ophiocymbium,,Ophiocymbium,Ophiocymbium sp 39,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophioscolecidae,Ophiocymbium,,Ophiocymbium,Ophiotholia sp 40,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophiohelidae,Ophiohelus,,Ophiohelus,25184904,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophiohelidae,Ophiomyces,,Ophiomyces,Ophiomyces sp 26,sediment,megafauna
Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophiophyllum,,Ophiophyllum,Ophiophyllum sp 15,sediment,megafauna
Echinodermata,Ophiuroidea,Ophiurida,Ophiosphalmidae,Ophiosphalma,,Ophiosphalma,Ophiomusium cf glabrum (var-A),sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophiohelidae,Ophiotholia,,Ophiotholia,cf. Ophiotholia morphospecies,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophiohelidae,Ophiotholia,,Ophiotholia,Ophiotholia sp 1,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophiohelidae,Ophiotholia,,Ophiotholia,Ophiotholia sp 28,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophiohelidae,Ophiotholia,,Ophiotholia,Ophiotholia sp 41,sediment,megafauna
Echinodermata,Ophiuroidea,Ophiacanthida,Ophiotomidae,Ophiotoma,,Ophiotoma,Ophiotoma sp 21,sediment,megafauna
Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophiuroglypha,,Ophiuroglypha,Ophiuroglypha sp 11,sediment,megafauna
Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophiuroglypha,,Ophiuroglypha,Ophiuroglypha sp 14,sediment,megafauna
Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophiuroglypha,,Ophiuroglypha,Ophiuroglypha sp 9,sediment,megafauna
Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,,Ophryotrocha,Ophryothrocha sp.A,sediment,macrofauna
Annelida,Polychaeta,Eunicida,Dorvilleidae,Ophryotrocha,,Ophryotrocha,Ophryotrocha sp.A,sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,Orbiniella,,Orbiniella,Orbiniella sp. 2112,sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,Orbiniella,,Orbiniella,Orbiniella sp. 2366,sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,Orbiniella,,Orbiniella,Orbiniella sp. 279,sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,Orbiniella,,Orbiniella,Orbiniella sp. 49,sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,Orbiniella,,Orbiniella,Orbiniella sp.A,sediment,macrofauna
Nematoda,Enoplea,Enoplida,Thoracostomopsidae,Oxyonchus,,Oxyonchus,Oxyonchus sp.,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Oxystomina,,Oxystomina,Oxystomina sp_1,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Oxystomina,,Oxystomina,Oxystomina sp_2,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Oxystomina,,Oxystomina,Oxystomina sp_3,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Oxystomina,,Oxystomina,Oxystomina sp_4,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Oxystomina,,Oxystomina,Oxystomina sp_5,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Oxystomina,,Oxystomina,Oxystomina sp_6,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Oxystomina,,Oxystomina,Oxystomina sp_7,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Oxystomina,,Oxystomina,Oxystomatina sp.,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Oxystomina,,Oxystomina,Oxystomina spp,sediment,meiofauna
Echinodermata,Holothuroidea,Synallactida,Synallactidae,Paelopatides,,Paelopatides,Paelopatidaes orange msp,sediment,megafauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Panetela,,Panetela,Panetela sp. 1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Panetela,,Panetela,Panetela sp. 2,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Panetela,,Panetela,Panetela species B,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Panetela,,Panetela,Panetela 101,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Panetela,,Panetela,Panetela 152,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Panetela,,Panetela,Panetela 157,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Panetela,,Panetela,Panetela 325,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Panetela,,Panetela,Panetela 326,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Panetela,,Panetela,Panetela 327,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Panetela,,Panetela,Panetela 328,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,Paracallisoma,,Paracallisoma,Paracallisoma sp. CCZ_241C1,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,Paracallisoma,,Paracallisoma,Paracallisoma sp. DISCOLL.CCZ.JC120.008.2,sediment,macrofauna
Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Paracanthonchus,,Paracanthonchus,Paracanthonchus sp_2,sediment,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Parachromadorita,,Parachromadorita,Parachromadorita sp_1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Paradanielssenia,,Paradanielssenia,Paradanielsennia sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Paradanielssenia,,Paradanielssenia,Paradanielsennia sp. 2,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Paradanielssenia,,Paradanielssenia,Paradanielsennia sp. 3,sediment,meiofauna
Arthropoda,Malacostraca,Amphipoda,Dexaminidae,Paradexamine,,Paradexamine,Paradexamine sp.1,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,Paradoneis,,Paradoneis,Paradoneis sp. 2026,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,Paradoneis,,Paradoneis,Paradoneis sp. 52,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,Paradoneis,,Paradoneis,Paradoneis sp. 541,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,Paradoneis,,Paradoneis,Paradoneis species #1737,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,Paradoneis,,Paradoneis,Paradoneis species #1819,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Parafilitanais,,Parafilitanais,Parafilitanais sp.,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Paragathotanais,,Paragathotanais,Paragathotanais species 57,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Paragathotanais,,Paragathotanais,Paragathotanais sp. 23002,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Paragathotanais,,Paragathotanais,Paragathotanais sp. 23003,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Paragathotanais,,Paragathotanais,Paragathotanais sp.,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Cryptocopidae,Paraiungentitanais,,Paraiungentitanais,Paraiungentitanais species 103A,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Cryptocopidae,Paraiungentitanais,,Paraiungentitanais,Paraiungentitanais species 103B,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Cryptocopidae,Paraiungentitanais,,Paraiungentitanais,Paraiungentitanais sp. 23113,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus  species 111,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus  species 114,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus species 13,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus species 16A,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus species 37 ,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus species 52,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus species 63,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus species 63A,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus species 67A,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus species 95,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus species #16A,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus species #63,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus species #95,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Parakanthophoreus,,Parakanthophoreus,Parakanthophoreus G2 bis,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,Paralacydonia,Paralacydonia sp. 2016,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,Paralacydonia,Paralacydonia 866,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,Paralacydonia,Paralacydonia sp.A,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,Paralacydonia,Paralacydonia  sp. 1,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,Paralacydonia,Paralacydonia  sp. A  cf. paradoxa PIP_22,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,Paralacydonia,Paralacydonia sp A,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,Paralacydonia,Paralacydonia sp. (NHM_043),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,Paralacydonia,Paralacydonia sp. 1,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Paraleptognathia,,Paraleptognathia,Paraleptognathia sp. 23045,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Paraleptognathia,,Paraleptognathia,Paraleptognathia sp.,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella cf. caperesca 1,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella cf. caperesca 10,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella cf. caperesca 12,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella cf. caperesca 14,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella cf. caperesca 4,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella cf. caperesca 5,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella cf. caperesca 6,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella cf. caperesca 7,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella cf. caperesca 9,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella cf. tenuipes 1,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella cf. tenuipes 2,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella caperesca MOTU 1,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella caperesca MOTU 4,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Alicellidae,Paralicella,,Paralicella,Paralicella caperesca MOTU 5,sediment,macrofauna
Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Paralongicyatholaimus,,Paralongicyatholaimus,Paralongicyatholaimus sp_1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Parameiropsidae,Parameiropsis,,Parameiropsis,Parameiropsis sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Parameiropsidae,Parameiropsis,,Parameiropsis,Parameiropsis new sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Parameiropsidae,Parameiropsis,,Parameiropsis,Parameiropsis sp. 2,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Parameiropsidae,Parameiropsis,,Parameiropsis,Parameiropsis sp. 3,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Thoracostomopsidae,Paramesacanthion,,Paramesacanthion,Paramesacanthion sp_1,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Thoracostomopsidae,Paramesacanthion,,Paramesacanthion,Paramesacanthion sp_2,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Paramesochridae,Paramesochra,,Paramesochra,Paramesochra sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Paramesochridae,Paramesochra,,Paramesochra,Paramesochra sp. 2,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Paramesochridae,Paramesochra,,Paramesochra,Paramesochra sp. 3,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Paramesochridae,Paramesochra,,Paramesochra,Paramesochra sp. 4,sediment,meiofauna
Nematoda,Chromadorea,Monhysterida,Xyalidae,Paramonohystera,,Paramonohystera,Paramonhystera sp_1,sediment,meiofauna
Nematoda,Chromadorea,Monhysterida,Xyalidae,Paramonohystera,,Paramonohystera,Paramonhystera sp.,sediment,meiofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Paramunnopsis,,Paramunnopsis,Paramunnopsis Mu38,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Paramunnopsis,,Paramunnopsis,Paramunnopsis Mu39,sediment,macrofauna
Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Paranannopus,,Paranannopus,Paranannopus sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Paranannopus,,Paranannopus,Paranannopus sp. 2,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Paranannopus,,Paranannopus,Paranannopus sp. 3,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Paranannopus,,Paranannopus,Paranannopus new sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Paranannopus,,Paranannopus,Paranannopus sp. 1 ,sediment,meiofauna
Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Paranarthrura,,Paranarthrura,Paranarthrura sp. 23004,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Paranarthrura,,Paranarthrura,Paranarthrura sp.1,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Paranarthrura,,Paranarthrura,Paranarthrura sp1,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paranarthrurellidae,Paranarthrurella,,Paranarthrurella,Paranarthrurella  species 33,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paranarthrurellidae,Paranarthrurella,,Paranarthrurella,Paranarthrurella  species 33A,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paranarthrurellidae,Paranarthrurella,,Paranarthrurella,Paranarthrurella  species 33B,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paranarthrurellidae,Paranarthrurella,,Paranarthrurella,Paranarthrurella  species 33C,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paranarthrurellidae,Paranarthrurella,,Paranarthrurella,Paranarthrurella  species 33D,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paranarthrurellidae,Paranarthrurella,,Paranarthrurella,Paranarthrurella sp. 23005,sediment,macrofauna
Nematoda,Enoplea,Enoplida,Anticomidae,Paranticoma,,Paranticoma,Paranticoma sp_1,sediment,meiofauna
Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Parantipathes,,Parantipathes,Parantipathes msp. 1,nodule,megafauna
Annelida,Polychaeta,,Paraonidae,Paraonides,,Paraonides,Paraonides sp. 2067,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,Paraonides,,Paraonides,Paraonides sp. 2495,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,Paraonides,,Paraonides,Paraonides sp. 34,sediment,macrofauna
